index,forgetting_events,index_info
10244,7.0,"(102, 44)"
10245,5.0,"(102, 45)"
10246,9.0,"(102, 46)"
10247,3.0,"(102, 47)"
10248,6.0,"(102, 48)"
10249,9.0,"(102, 49)"
10250,8.0,"(102, 50)"
10251,8.0,"(102, 51)"
10252,0.0,"(102, 52)"
10253,9.223372036854776e+18,"(102, 53)"
10254,9.223372036854776e+18,"(102, 54)"
10255,6.0,"(102, 55)"
10256,9.0,"(102, 56)"
10257,6.0,"(102, 57)"
10258,9.223372036854776e+18,"(102, 58)"
10259,2.0,"(102, 59)"
10260,1.0,"(102, 60)"
10261,8.0,"(102, 61)"
10262,6.0,"(102, 62)"
10263,5.0,"(102, 63)"
10264,8.0,"(102, 64)"
10265,10.0,"(102, 65)"
10266,9.223372036854776e+18,"(102, 66)"
10267,2.0,"(102, 67)"
10268,1.0,"(102, 68)"
10269,1.0,"(102, 69)"
10270,6.0,"(102, 70)"
10271,1.0,"(102, 71)"
10272,5.0,"(102, 72)"
10273,0.0,"(102, 73)"
10274,8.0,"(102, 74)"
10275,1.0,"(102, 75)"
10276,10.0,"(102, 76)"
10277,7.0,"(102, 77)"
10278,9.0,"(102, 78)"
10279,9.0,"(102, 79)"
10280,4.0,"(102, 80)"
10281,1.0,"(102, 81)"
10282,3.0,"(102, 82)"
10283,6.0,"(102, 83)"
10284,3.0,"(102, 84)"
10285,1.0,"(102, 85)"
10286,11.0,"(102, 86)"
10287,7.0,"(102, 87)"
10288,9.223372036854776e+18,"(102, 88)"
10289,8.0,"(102, 89)"
10290,9.0,"(102, 90)"
10291,11.0,"(102, 91)"
10292,13.0,"(102, 92)"
10293,6.0,"(102, 93)"
10294,4.0,"(102, 94)"
10295,2.0,"(102, 95)"
10296,13.0,"(102, 96)"
10297,8.0,"(102, 97)"
10298,1.0,"(102, 98)"
10299,9.223372036854776e+18,"(102, 99)"
10300,9.223372036854776e+18,"(103, 0)"
10301,4.0,"(103, 1)"
10302,3.0,"(103, 2)"
10303,2.0,"(103, 3)"
10304,10.0,"(103, 4)"
10305,0.0,"(103, 5)"
10306,9.0,"(103, 6)"
10307,6.0,"(103, 7)"
10308,4.0,"(103, 8)"
10309,10.0,"(103, 9)"
10310,6.0,"(103, 10)"
10311,1.0,"(103, 11)"
10312,3.0,"(103, 12)"
10313,1.0,"(103, 13)"
10314,9.223372036854776e+18,"(103, 14)"
10315,1.0,"(103, 15)"
10316,14.0,"(103, 16)"
10317,6.0,"(103, 17)"
10318,6.0,"(103, 18)"
10319,9.0,"(103, 19)"
10320,1.0,"(103, 20)"
10321,7.0,"(103, 21)"
10322,10.0,"(103, 22)"
10323,2.0,"(103, 23)"
10324,8.0,"(103, 24)"
10325,0.0,"(103, 25)"
10326,9.0,"(103, 26)"
10327,1.0,"(103, 27)"
10328,0.0,"(103, 28)"
10329,9.223372036854776e+18,"(103, 29)"
10330,10.0,"(103, 30)"
10331,11.0,"(103, 31)"
10332,0.0,"(103, 32)"
10333,9.223372036854776e+18,"(103, 33)"
10334,1.0,"(103, 34)"
10335,9.223372036854776e+18,"(103, 35)"
10336,10.0,"(103, 36)"
10337,0.0,"(103, 37)"
10338,4.0,"(103, 38)"
10339,5.0,"(103, 39)"
10340,4.0,"(103, 40)"
10341,1.0,"(103, 41)"
10342,5.0,"(103, 42)"
10343,7.0,"(103, 43)"
10344,5.0,"(103, 44)"
10345,3.0,"(103, 45)"
10346,8.0,"(103, 46)"
10347,6.0,"(103, 47)"
10348,7.0,"(103, 48)"
10349,12.0,"(103, 49)"
10350,10.0,"(103, 50)"
10351,5.0,"(103, 51)"
10352,11.0,"(103, 52)"
10353,2.0,"(103, 53)"
10354,7.0,"(103, 54)"
10355,1.0,"(103, 55)"
10356,6.0,"(103, 56)"
10357,13.0,"(103, 57)"
10358,5.0,"(103, 58)"
10359,10.0,"(103, 59)"
10360,9.0,"(103, 60)"
10361,9.223372036854776e+18,"(103, 61)"
10362,13.0,"(103, 62)"
10363,8.0,"(103, 63)"
10364,1.0,"(103, 64)"
10365,5.0,"(103, 65)"
10366,5.0,"(103, 66)"
10367,11.0,"(103, 67)"
10368,10.0,"(103, 68)"
10369,1.0,"(103, 69)"
10370,9.0,"(103, 70)"
10371,4.0,"(103, 71)"
10372,2.0,"(103, 72)"
10373,12.0,"(103, 73)"
10374,3.0,"(103, 74)"
10375,8.0,"(103, 75)"
10376,10.0,"(103, 76)"
10377,11.0,"(103, 77)"
10378,1.0,"(103, 78)"
10379,4.0,"(103, 79)"
10380,9.223372036854776e+18,"(103, 80)"
10381,1.0,"(103, 81)"
10382,9.0,"(103, 82)"
10383,4.0,"(103, 83)"
10384,7.0,"(103, 84)"
10385,6.0,"(103, 85)"
10386,1.0,"(103, 86)"
10387,7.0,"(103, 87)"
10388,3.0,"(103, 88)"
10389,7.0,"(103, 89)"
10390,11.0,"(103, 90)"
10391,2.0,"(103, 91)"
10392,2.0,"(103, 92)"
10393,1.0,"(103, 93)"
10394,3.0,"(103, 94)"
10395,2.0,"(103, 95)"
10396,0.0,"(103, 96)"
10397,6.0,"(103, 97)"
10398,5.0,"(103, 98)"
10399,1.0,"(103, 99)"
10400,1.0,"(104, 0)"
10401,10.0,"(104, 1)"
10402,3.0,"(104, 2)"
10403,2.0,"(104, 3)"
10404,14.0,"(104, 4)"
10405,10.0,"(104, 5)"
10406,9.223372036854776e+18,"(104, 6)"
10407,10.0,"(104, 7)"
10408,10.0,"(104, 8)"
10409,4.0,"(104, 9)"
10410,4.0,"(104, 10)"
10411,3.0,"(104, 11)"
10412,9.223372036854776e+18,"(104, 12)"
10413,6.0,"(104, 13)"
10414,9.223372036854776e+18,"(104, 14)"
10415,9.223372036854776e+18,"(104, 15)"
10416,7.0,"(104, 16)"
10417,9.223372036854776e+18,"(104, 17)"
10418,6.0,"(104, 18)"
10419,4.0,"(104, 19)"
10420,2.0,"(104, 20)"
10421,9.0,"(104, 21)"
10422,1.0,"(104, 22)"
10423,10.0,"(104, 23)"
10424,10.0,"(104, 24)"
10425,7.0,"(104, 25)"
10426,1.0,"(104, 26)"
10427,4.0,"(104, 27)"
10428,4.0,"(104, 28)"
10429,3.0,"(104, 29)"
10430,9.223372036854776e+18,"(104, 30)"
10431,1.0,"(104, 31)"
10432,7.0,"(104, 32)"
10433,7.0,"(104, 33)"
10434,4.0,"(104, 34)"
10435,11.0,"(104, 35)"
10436,5.0,"(104, 36)"
10437,9.0,"(104, 37)"
10438,3.0,"(104, 38)"
10439,3.0,"(104, 39)"
10440,9.223372036854776e+18,"(104, 40)"
10441,11.0,"(104, 41)"
10442,9.0,"(104, 42)"
10443,7.0,"(104, 43)"
10444,10.0,"(104, 44)"
10445,12.0,"(104, 45)"
10446,5.0,"(104, 46)"
10447,9.0,"(104, 47)"
10448,13.0,"(104, 48)"
10449,9.223372036854776e+18,"(104, 49)"
10450,9.0,"(104, 50)"
10451,4.0,"(104, 51)"
10452,9.223372036854776e+18,"(104, 52)"
10453,4.0,"(104, 53)"
10454,8.0,"(104, 54)"
10455,2.0,"(104, 55)"
10456,2.0,"(104, 56)"
10457,6.0,"(104, 57)"
10458,4.0,"(104, 58)"
10459,9.223372036854776e+18,"(104, 59)"
10460,10.0,"(104, 60)"
10461,3.0,"(104, 61)"
10462,9.0,"(104, 62)"
10463,9.223372036854776e+18,"(104, 63)"
10464,3.0,"(104, 64)"
10465,10.0,"(104, 65)"
10466,5.0,"(104, 66)"
10467,12.0,"(104, 67)"
10468,9.223372036854776e+18,"(104, 68)"
10469,9.223372036854776e+18,"(104, 69)"
10470,4.0,"(104, 70)"
10471,8.0,"(104, 71)"
10472,6.0,"(104, 72)"
10473,9.0,"(104, 73)"
10474,3.0,"(104, 74)"
10475,0.0,"(104, 75)"
10476,1.0,"(104, 76)"
10477,12.0,"(104, 77)"
10478,2.0,"(104, 78)"
10479,7.0,"(104, 79)"
10480,2.0,"(104, 80)"
10481,10.0,"(104, 81)"
10482,3.0,"(104, 82)"
10483,2.0,"(104, 83)"
10484,2.0,"(104, 84)"
10485,13.0,"(104, 85)"
10486,3.0,"(104, 86)"
10487,1.0,"(104, 87)"
10488,4.0,"(104, 88)"
10489,9.223372036854776e+18,"(104, 89)"
10490,9.223372036854776e+18,"(104, 90)"
10491,7.0,"(104, 91)"
10492,3.0,"(104, 92)"
10493,1.0,"(104, 93)"
10494,10.0,"(104, 94)"
10495,6.0,"(104, 95)"
10496,6.0,"(104, 96)"
10497,6.0,"(104, 97)"
10498,1.0,"(104, 98)"
10499,0.0,"(104, 99)"
10500,5.0,"(105, 0)"
10501,7.0,"(105, 1)"
10502,2.0,"(105, 2)"
10503,9.223372036854776e+18,"(105, 3)"
10504,9.223372036854776e+18,"(105, 4)"
10505,8.0,"(105, 5)"
10506,8.0,"(105, 6)"
10507,3.0,"(105, 7)"
10508,6.0,"(105, 8)"
10509,11.0,"(105, 9)"
10510,11.0,"(105, 10)"
10511,6.0,"(105, 11)"
10512,9.223372036854776e+18,"(105, 12)"
10513,5.0,"(105, 13)"
10514,3.0,"(105, 14)"
10515,5.0,"(105, 15)"
10516,0.0,"(105, 16)"
10517,6.0,"(105, 17)"
10518,9.0,"(105, 18)"
10519,9.0,"(105, 19)"
10520,11.0,"(105, 20)"
10521,9.223372036854776e+18,"(105, 21)"
10522,10.0,"(105, 22)"
10523,6.0,"(105, 23)"
10524,11.0,"(105, 24)"
10525,13.0,"(105, 25)"
10526,1.0,"(105, 26)"
10527,9.223372036854776e+18,"(105, 27)"
10528,9.0,"(105, 28)"
10529,11.0,"(105, 29)"
10530,8.0,"(105, 30)"
10531,9.0,"(105, 31)"
10532,0.0,"(105, 32)"
10533,1.0,"(105, 33)"
10534,9.223372036854776e+18,"(105, 34)"
10535,13.0,"(105, 35)"
10536,5.0,"(105, 36)"
10537,7.0,"(105, 37)"
10538,10.0,"(105, 38)"
10539,9.223372036854776e+18,"(105, 39)"
10540,1.0,"(105, 40)"
10541,1.0,"(105, 41)"
10542,3.0,"(105, 42)"
10543,10.0,"(105, 43)"
10544,11.0,"(105, 44)"
10545,14.0,"(105, 45)"
10546,5.0,"(105, 46)"
10547,7.0,"(105, 47)"
10548,0.0,"(105, 48)"
10549,10.0,"(105, 49)"
10550,3.0,"(105, 50)"
10551,2.0,"(105, 51)"
10552,1.0,"(105, 52)"
10553,11.0,"(105, 53)"
10554,5.0,"(105, 54)"
10555,14.0,"(105, 55)"
10556,3.0,"(105, 56)"
10557,3.0,"(105, 57)"
10558,7.0,"(105, 58)"
10559,4.0,"(105, 59)"
10560,9.223372036854776e+18,"(105, 60)"
10561,10.0,"(105, 61)"
10562,6.0,"(105, 62)"
10563,0.0,"(105, 63)"
10564,12.0,"(105, 64)"
10565,12.0,"(105, 65)"
10566,4.0,"(105, 66)"
10567,4.0,"(105, 67)"
10568,15.0,"(105, 68)"
10569,2.0,"(105, 69)"
10570,2.0,"(105, 70)"
10571,3.0,"(105, 71)"
10572,7.0,"(105, 72)"
10573,2.0,"(105, 73)"
10574,13.0,"(105, 74)"
10575,6.0,"(105, 75)"
10576,8.0,"(105, 76)"
10577,1.0,"(105, 77)"
10578,0.0,"(105, 78)"
10579,5.0,"(105, 79)"
10580,6.0,"(105, 80)"
10581,10.0,"(105, 81)"
10582,6.0,"(105, 82)"
10583,3.0,"(105, 83)"
10584,1.0,"(105, 84)"
10585,6.0,"(105, 85)"
10586,9.223372036854776e+18,"(105, 86)"
10587,8.0,"(105, 87)"
10588,9.223372036854776e+18,"(105, 88)"
10589,6.0,"(105, 89)"
10590,9.0,"(105, 90)"
10591,6.0,"(105, 91)"
10592,4.0,"(105, 92)"
10593,9.0,"(105, 93)"
10594,4.0,"(105, 94)"
10595,0.0,"(105, 95)"
10596,7.0,"(105, 96)"
10597,9.223372036854776e+18,"(105, 97)"
10598,4.0,"(105, 98)"
10599,3.0,"(105, 99)"
10600,0.0,"(106, 0)"
10601,15.0,"(106, 1)"
10602,6.0,"(106, 2)"
10603,13.0,"(106, 3)"
10604,15.0,"(106, 4)"
10605,9.223372036854776e+18,"(106, 5)"
10606,1.0,"(106, 6)"
10607,9.223372036854776e+18,"(106, 7)"
10608,9.223372036854776e+18,"(106, 8)"
10609,7.0,"(106, 9)"
10610,7.0,"(106, 10)"
10611,1.0,"(106, 11)"
10612,8.0,"(106, 12)"
10613,10.0,"(106, 13)"
10614,6.0,"(106, 14)"
10615,3.0,"(106, 15)"
10616,7.0,"(106, 16)"
10617,7.0,"(106, 17)"
10618,13.0,"(106, 18)"
10619,11.0,"(106, 19)"
10620,9.0,"(106, 20)"
10621,1.0,"(106, 21)"
10622,5.0,"(106, 22)"
10623,4.0,"(106, 23)"
10624,9.223372036854776e+18,"(106, 24)"
10625,11.0,"(106, 25)"
10626,4.0,"(106, 26)"
10627,10.0,"(106, 27)"
10628,1.0,"(106, 28)"
10629,3.0,"(106, 29)"
10630,12.0,"(106, 30)"
10631,4.0,"(106, 31)"
10632,9.223372036854776e+18,"(106, 32)"
10633,13.0,"(106, 33)"
10634,8.0,"(106, 34)"
10635,1.0,"(106, 35)"
10636,1.0,"(106, 36)"
10637,13.0,"(106, 37)"
10638,8.0,"(106, 38)"
10639,9.0,"(106, 39)"
10640,9.0,"(106, 40)"
10641,8.0,"(106, 41)"
10642,6.0,"(106, 42)"
10643,7.0,"(106, 43)"
10644,13.0,"(106, 44)"
10645,8.0,"(106, 45)"
10646,1.0,"(106, 46)"
10647,5.0,"(106, 47)"
10648,3.0,"(106, 48)"
10649,7.0,"(106, 49)"
10650,3.0,"(106, 50)"
10651,7.0,"(106, 51)"
10652,12.0,"(106, 52)"
10653,3.0,"(106, 53)"
10654,6.0,"(106, 54)"
10655,4.0,"(106, 55)"
10656,1.0,"(106, 56)"
10657,9.223372036854776e+18,"(106, 57)"
10658,6.0,"(106, 58)"
10659,5.0,"(106, 59)"
10660,1.0,"(106, 60)"
10661,10.0,"(106, 61)"
10662,3.0,"(106, 62)"
10663,6.0,"(106, 63)"
10664,2.0,"(106, 64)"
10665,6.0,"(106, 65)"
10666,11.0,"(106, 66)"
10667,1.0,"(106, 67)"
10668,3.0,"(106, 68)"
10669,2.0,"(106, 69)"
10670,6.0,"(106, 70)"
10671,6.0,"(106, 71)"
10672,1.0,"(106, 72)"
10673,0.0,"(106, 73)"
10674,1.0,"(106, 74)"
10675,6.0,"(106, 75)"
10676,7.0,"(106, 76)"
10677,9.223372036854776e+18,"(106, 77)"
10678,5.0,"(106, 78)"
10679,8.0,"(106, 79)"
10680,2.0,"(106, 80)"
10681,1.0,"(106, 81)"
10682,3.0,"(106, 82)"
10683,9.223372036854776e+18,"(106, 83)"
10684,1.0,"(106, 84)"
10685,6.0,"(106, 85)"
10686,2.0,"(106, 86)"
10687,14.0,"(106, 87)"
10688,0.0,"(106, 88)"
10689,1.0,"(106, 89)"
10690,6.0,"(106, 90)"
10691,5.0,"(106, 91)"
10692,9.223372036854776e+18,"(106, 92)"
10693,11.0,"(106, 93)"
10694,9.223372036854776e+18,"(106, 94)"
10695,9.0,"(106, 95)"
10696,3.0,"(106, 96)"
10697,6.0,"(106, 97)"
10698,9.0,"(106, 98)"
10699,6.0,"(106, 99)"
10700,3.0,"(107, 0)"
10701,9.0,"(107, 1)"
10702,4.0,"(107, 2)"
10703,9.0,"(107, 3)"
10704,9.0,"(107, 4)"
10705,10.0,"(107, 5)"
10706,8.0,"(107, 6)"
10707,5.0,"(107, 7)"
10708,1.0,"(107, 8)"
10709,0.0,"(107, 9)"
10710,4.0,"(107, 10)"
10711,8.0,"(107, 11)"
10712,10.0,"(107, 12)"
10713,11.0,"(107, 13)"
10714,4.0,"(107, 14)"
10715,3.0,"(107, 15)"
10716,9.0,"(107, 16)"
10717,6.0,"(107, 17)"
10718,2.0,"(107, 18)"
10719,3.0,"(107, 19)"
10720,10.0,"(107, 20)"
10721,0.0,"(107, 21)"
10722,5.0,"(107, 22)"
10723,2.0,"(107, 23)"
10724,6.0,"(107, 24)"
10725,7.0,"(107, 25)"
10726,1.0,"(107, 26)"
10727,9.0,"(107, 27)"
10728,9.223372036854776e+18,"(107, 28)"
10729,12.0,"(107, 29)"
10730,6.0,"(107, 30)"
10731,8.0,"(107, 31)"
10732,6.0,"(107, 32)"
10733,11.0,"(107, 33)"
10734,5.0,"(107, 34)"
10735,1.0,"(107, 35)"
10736,6.0,"(107, 36)"
10737,7.0,"(107, 37)"
10738,12.0,"(107, 38)"
10739,12.0,"(107, 39)"
10740,10.0,"(107, 40)"
10741,2.0,"(107, 41)"
10742,7.0,"(107, 42)"
10743,5.0,"(107, 43)"
10744,11.0,"(107, 44)"
10745,8.0,"(107, 45)"
10746,5.0,"(107, 46)"
10747,5.0,"(107, 47)"
10748,8.0,"(107, 48)"
10749,11.0,"(107, 49)"
10750,8.0,"(107, 50)"
10751,7.0,"(107, 51)"
10752,6.0,"(107, 52)"
10753,2.0,"(107, 53)"
10754,8.0,"(107, 54)"
10755,9.223372036854776e+18,"(107, 55)"
10756,9.223372036854776e+18,"(107, 56)"
10757,11.0,"(107, 57)"
10758,4.0,"(107, 58)"
10759,10.0,"(107, 59)"
10760,7.0,"(107, 60)"
10761,1.0,"(107, 61)"
10762,5.0,"(107, 62)"
10763,8.0,"(107, 63)"
10764,3.0,"(107, 64)"
10765,3.0,"(107, 65)"
10766,11.0,"(107, 66)"
10767,8.0,"(107, 67)"
10768,7.0,"(107, 68)"
10769,1.0,"(107, 69)"
10770,8.0,"(107, 70)"
10771,0.0,"(107, 71)"
10772,8.0,"(107, 72)"
10773,2.0,"(107, 73)"
10774,1.0,"(107, 74)"
10775,8.0,"(107, 75)"
10776,11.0,"(107, 76)"
10777,1.0,"(107, 77)"
10778,10.0,"(107, 78)"
10779,2.0,"(107, 79)"
10780,2.0,"(107, 80)"
10781,7.0,"(107, 81)"
10782,4.0,"(107, 82)"
10783,6.0,"(107, 83)"
10784,5.0,"(107, 84)"
10785,12.0,"(107, 85)"
10786,9.0,"(107, 86)"
10787,7.0,"(107, 87)"
10788,9.223372036854776e+18,"(107, 88)"
10789,8.0,"(107, 89)"
10790,5.0,"(107, 90)"
10791,5.0,"(107, 91)"
10792,4.0,"(107, 92)"
10793,4.0,"(107, 93)"
10794,3.0,"(107, 94)"
10795,0.0,"(107, 95)"
10796,4.0,"(107, 96)"
10797,3.0,"(107, 97)"
10798,2.0,"(107, 98)"
10799,8.0,"(107, 99)"
10800,4.0,"(108, 0)"
10801,5.0,"(108, 1)"
10802,9.0,"(108, 2)"
10803,7.0,"(108, 3)"
10804,12.0,"(108, 4)"
10805,3.0,"(108, 5)"
10806,1.0,"(108, 6)"
10807,1.0,"(108, 7)"
10808,11.0,"(108, 8)"
10809,8.0,"(108, 9)"
10810,9.223372036854776e+18,"(108, 10)"
10811,11.0,"(108, 11)"
10812,5.0,"(108, 12)"
10813,4.0,"(108, 13)"
10814,2.0,"(108, 14)"
10815,4.0,"(108, 15)"
10816,0.0,"(108, 16)"
10817,1.0,"(108, 17)"
10818,13.0,"(108, 18)"
10819,9.0,"(108, 19)"
10820,10.0,"(108, 20)"
10821,3.0,"(108, 21)"
10822,0.0,"(108, 22)"
10823,4.0,"(108, 23)"
10824,2.0,"(108, 24)"
10825,11.0,"(108, 25)"
10826,3.0,"(108, 26)"
10827,9.0,"(108, 27)"
10828,11.0,"(108, 28)"
10829,7.0,"(108, 29)"
10830,8.0,"(108, 30)"
10831,9.0,"(108, 31)"
10832,7.0,"(108, 32)"
10833,9.223372036854776e+18,"(108, 33)"
10834,10.0,"(108, 34)"
10835,8.0,"(108, 35)"
10836,3.0,"(108, 36)"
10837,6.0,"(108, 37)"
10838,0.0,"(108, 38)"
10839,6.0,"(108, 39)"
10840,7.0,"(108, 40)"
10841,10.0,"(108, 41)"
10842,2.0,"(108, 42)"
10843,8.0,"(108, 43)"
10844,7.0,"(108, 44)"
10845,1.0,"(108, 45)"
10846,9.0,"(108, 46)"
10847,3.0,"(108, 47)"
10848,7.0,"(108, 48)"
10849,11.0,"(108, 49)"
10850,6.0,"(108, 50)"
10851,9.223372036854776e+18,"(108, 51)"
10852,11.0,"(108, 52)"
10853,4.0,"(108, 53)"
10854,3.0,"(108, 54)"
10855,4.0,"(108, 55)"
10856,2.0,"(108, 56)"
10857,3.0,"(108, 57)"
10858,11.0,"(108, 58)"
10859,9.0,"(108, 59)"
10860,4.0,"(108, 60)"
10861,9.0,"(108, 61)"
10862,1.0,"(108, 62)"
10863,10.0,"(108, 63)"
10864,3.0,"(108, 64)"
10865,7.0,"(108, 65)"
10866,10.0,"(108, 66)"
10867,4.0,"(108, 67)"
10868,9.0,"(108, 68)"
10869,10.0,"(108, 69)"
10870,5.0,"(108, 70)"
10871,8.0,"(108, 71)"
10872,9.0,"(108, 72)"
10873,11.0,"(108, 73)"
10874,6.0,"(108, 74)"
10875,7.0,"(108, 75)"
10876,1.0,"(108, 76)"
10877,11.0,"(108, 77)"
10878,2.0,"(108, 78)"
10879,2.0,"(108, 79)"
10880,1.0,"(108, 80)"
10881,9.0,"(108, 81)"
10882,4.0,"(108, 82)"
10883,5.0,"(108, 83)"
10884,4.0,"(108, 84)"
10885,5.0,"(108, 85)"
10886,4.0,"(108, 86)"
10887,12.0,"(108, 87)"
10888,9.0,"(108, 88)"
10889,2.0,"(108, 89)"
10890,5.0,"(108, 90)"
10891,2.0,"(108, 91)"
10892,1.0,"(108, 92)"
10893,0.0,"(108, 93)"
10894,1.0,"(108, 94)"
10895,9.0,"(108, 95)"
10896,4.0,"(108, 96)"
10897,9.223372036854776e+18,"(108, 97)"
10898,7.0,"(108, 98)"
10899,2.0,"(108, 99)"
10900,12.0,"(109, 0)"
10901,6.0,"(109, 1)"
10902,13.0,"(109, 2)"
10903,7.0,"(109, 3)"
10904,9.0,"(109, 4)"
10905,9.223372036854776e+18,"(109, 5)"
10906,1.0,"(109, 6)"
10907,2.0,"(109, 7)"
10908,11.0,"(109, 8)"
10909,7.0,"(109, 9)"
10910,13.0,"(109, 10)"
10911,7.0,"(109, 11)"
10912,3.0,"(109, 12)"
10913,8.0,"(109, 13)"
10914,9.223372036854776e+18,"(109, 14)"
10915,9.223372036854776e+18,"(109, 15)"
10916,4.0,"(109, 16)"
10917,10.0,"(109, 17)"
10918,1.0,"(109, 18)"
10919,4.0,"(109, 19)"
10920,6.0,"(109, 20)"
10921,5.0,"(109, 21)"
10922,6.0,"(109, 22)"
10923,9.0,"(109, 23)"
10924,9.0,"(109, 24)"
10925,7.0,"(109, 25)"
10926,10.0,"(109, 26)"
10927,3.0,"(109, 27)"
10928,0.0,"(109, 28)"
10929,12.0,"(109, 29)"
10930,13.0,"(109, 30)"
10931,9.223372036854776e+18,"(109, 31)"
10932,11.0,"(109, 32)"
10933,5.0,"(109, 33)"
10934,6.0,"(109, 34)"
10935,8.0,"(109, 35)"
10936,2.0,"(109, 36)"
10937,10.0,"(109, 37)"
10938,4.0,"(109, 38)"
10939,9.0,"(109, 39)"
10940,1.0,"(109, 40)"
10941,4.0,"(109, 41)"
10942,9.223372036854776e+18,"(109, 42)"
10943,11.0,"(109, 43)"
10944,4.0,"(109, 44)"
10945,12.0,"(109, 45)"
10946,8.0,"(109, 46)"
10947,9.223372036854776e+18,"(109, 47)"
10948,10.0,"(109, 48)"
10949,9.0,"(109, 49)"
10950,9.0,"(109, 50)"
10951,9.223372036854776e+18,"(109, 51)"
10952,3.0,"(109, 52)"
10953,4.0,"(109, 53)"
10954,2.0,"(109, 54)"
10955,10.0,"(109, 55)"
10956,6.0,"(109, 56)"
10957,10.0,"(109, 57)"
10958,2.0,"(109, 58)"
10959,7.0,"(109, 59)"
10960,8.0,"(109, 60)"
10961,8.0,"(109, 61)"
10962,9.0,"(109, 62)"
10963,11.0,"(109, 63)"
10964,9.0,"(109, 64)"
10965,1.0,"(109, 65)"
10966,5.0,"(109, 66)"
10967,7.0,"(109, 67)"
10968,6.0,"(109, 68)"
10969,2.0,"(109, 69)"
10970,3.0,"(109, 70)"
10971,7.0,"(109, 71)"
10972,8.0,"(109, 72)"
10973,7.0,"(109, 73)"
10974,0.0,"(109, 74)"
10975,1.0,"(109, 75)"
10976,1.0,"(109, 76)"
10977,2.0,"(109, 77)"
10978,3.0,"(109, 78)"
10979,6.0,"(109, 79)"
10980,2.0,"(109, 80)"
10981,10.0,"(109, 81)"
10982,9.223372036854776e+18,"(109, 82)"
10983,9.0,"(109, 83)"
10984,9.0,"(109, 84)"
10985,9.0,"(109, 85)"
10986,10.0,"(109, 86)"
10987,8.0,"(109, 87)"
10988,7.0,"(109, 88)"
10989,9.223372036854776e+18,"(109, 89)"
10990,12.0,"(109, 90)"
10991,2.0,"(109, 91)"
10992,2.0,"(109, 92)"
10993,6.0,"(109, 93)"
10994,0.0,"(109, 94)"
10995,9.0,"(109, 95)"
10996,8.0,"(109, 96)"
10997,2.0,"(109, 97)"
10998,7.0,"(109, 98)"
10999,10.0,"(109, 99)"
11000,2.0,"(110, 0)"
11001,2.0,"(110, 1)"
11002,2.0,"(110, 2)"
11003,6.0,"(110, 3)"
11004,6.0,"(110, 4)"
11005,6.0,"(110, 5)"
11006,9.0,"(110, 6)"
11007,8.0,"(110, 7)"
11008,1.0,"(110, 8)"
11009,5.0,"(110, 9)"
11010,8.0,"(110, 10)"
11011,5.0,"(110, 11)"
11012,1.0,"(110, 12)"
11013,2.0,"(110, 13)"
11014,3.0,"(110, 14)"
11015,5.0,"(110, 15)"
11016,11.0,"(110, 16)"
11017,9.223372036854776e+18,"(110, 17)"
11018,9.223372036854776e+18,"(110, 18)"
11019,9.223372036854776e+18,"(110, 19)"
11020,7.0,"(110, 20)"
11021,4.0,"(110, 21)"
11022,2.0,"(110, 22)"
11023,7.0,"(110, 23)"
11024,9.0,"(110, 24)"
11025,4.0,"(110, 25)"
11026,5.0,"(110, 26)"
11027,11.0,"(110, 27)"
11028,8.0,"(110, 28)"
11029,5.0,"(110, 29)"
11030,1.0,"(110, 30)"
11031,5.0,"(110, 31)"
11032,8.0,"(110, 32)"
11033,4.0,"(110, 33)"
11034,3.0,"(110, 34)"
11035,2.0,"(110, 35)"
11036,3.0,"(110, 36)"
11037,5.0,"(110, 37)"
11038,9.0,"(110, 38)"
11039,6.0,"(110, 39)"
11040,1.0,"(110, 40)"
11041,12.0,"(110, 41)"
11042,1.0,"(110, 42)"
11043,3.0,"(110, 43)"
11044,3.0,"(110, 44)"
11045,9.223372036854776e+18,"(110, 45)"
11046,8.0,"(110, 46)"
11047,4.0,"(110, 47)"
11048,2.0,"(110, 48)"
11049,5.0,"(110, 49)"
11050,3.0,"(110, 50)"
11051,9.223372036854776e+18,"(110, 51)"
11052,8.0,"(110, 52)"
11053,3.0,"(110, 53)"
11054,3.0,"(110, 54)"
11055,9.0,"(110, 55)"
11056,0.0,"(110, 56)"
11057,9.0,"(110, 57)"
11058,14.0,"(110, 58)"
11059,9.223372036854776e+18,"(110, 59)"
11060,1.0,"(110, 60)"
11061,11.0,"(110, 61)"
11062,9.0,"(110, 62)"
11063,9.0,"(110, 63)"
11064,2.0,"(110, 64)"
11065,8.0,"(110, 65)"
11066,3.0,"(110, 66)"
11067,4.0,"(110, 67)"
11068,4.0,"(110, 68)"
11069,9.0,"(110, 69)"
11070,7.0,"(110, 70)"
11071,6.0,"(110, 71)"
11072,4.0,"(110, 72)"
11073,0.0,"(110, 73)"
11074,3.0,"(110, 74)"
11075,6.0,"(110, 75)"
11076,1.0,"(110, 76)"
11077,8.0,"(110, 77)"
11078,9.223372036854776e+18,"(110, 78)"
11079,9.0,"(110, 79)"
11080,10.0,"(110, 80)"
11081,1.0,"(110, 81)"
11082,15.0,"(110, 82)"
11083,6.0,"(110, 83)"
11084,10.0,"(110, 84)"
11085,12.0,"(110, 85)"
