index,forgetting_events,index_info
11384,24.0,"(113, 84)"
11385,21.0,"(113, 85)"
11386,19.0,"(113, 86)"
11387,9.0,"(113, 87)"
11388,9.0,"(113, 88)"
11389,8.0,"(113, 89)"
11390,5.0,"(113, 90)"
11391,3.0,"(113, 91)"
11392,17.0,"(113, 92)"
11393,9.0,"(113, 93)"
11394,23.0,"(113, 94)"
11395,17.0,"(113, 95)"
11396,16.0,"(113, 96)"
11397,19.0,"(113, 97)"
11398,23.0,"(113, 98)"
11399,3.0,"(113, 99)"
11400,22.0,"(114, 0)"
11401,22.0,"(114, 1)"
11402,21.0,"(114, 2)"
11403,11.0,"(114, 3)"
11404,10.0,"(114, 4)"
11405,15.0,"(114, 5)"
11406,19.0,"(114, 6)"
11407,13.0,"(114, 7)"
11408,12.0,"(114, 8)"
11409,16.0,"(114, 9)"
11410,2.0,"(114, 10)"
11411,14.0,"(114, 11)"
11412,8.0,"(114, 12)"
11413,1.0,"(114, 13)"
11414,10.0,"(114, 14)"
11415,6.0,"(114, 15)"
11416,5.0,"(114, 16)"
11417,6.0,"(114, 17)"
11418,5.0,"(114, 18)"
11419,4.0,"(114, 19)"
11420,6.0,"(114, 20)"
11421,1.0,"(114, 21)"
11422,9.223372036854776e+18,"(114, 22)"
11423,26.0,"(114, 23)"
11424,5.0,"(114, 24)"
11425,2.0,"(114, 25)"
11426,18.0,"(114, 26)"
11427,5.0,"(114, 27)"
11428,4.0,"(114, 28)"
11429,6.0,"(114, 29)"
11430,16.0,"(114, 30)"
11431,7.0,"(114, 31)"
11432,25.0,"(114, 32)"
11433,13.0,"(114, 33)"
11434,25.0,"(114, 34)"
11435,7.0,"(114, 35)"
11436,10.0,"(114, 36)"
11437,11.0,"(114, 37)"
11438,4.0,"(114, 38)"
11439,8.0,"(114, 39)"
11440,9.223372036854776e+18,"(114, 40)"
11441,14.0,"(114, 41)"
11442,23.0,"(114, 42)"
11443,17.0,"(114, 43)"
11444,25.0,"(114, 44)"
11445,14.0,"(114, 45)"
11446,18.0,"(114, 46)"
11447,23.0,"(114, 47)"
11448,8.0,"(114, 48)"
11449,21.0,"(114, 49)"
11450,7.0,"(114, 50)"
11451,2.0,"(114, 51)"
11452,6.0,"(114, 52)"
11453,2.0,"(114, 53)"
11454,18.0,"(114, 54)"
11455,10.0,"(114, 55)"
11456,20.0,"(114, 56)"
11457,7.0,"(114, 57)"
11458,9.0,"(114, 58)"
11459,6.0,"(114, 59)"
11460,22.0,"(114, 60)"
11461,17.0,"(114, 61)"
11462,16.0,"(114, 62)"
11463,11.0,"(114, 63)"
11464,18.0,"(114, 64)"
11465,21.0,"(114, 65)"
11466,4.0,"(114, 66)"
11467,10.0,"(114, 67)"
11468,21.0,"(114, 68)"
11469,2.0,"(114, 69)"
11470,21.0,"(114, 70)"
11471,19.0,"(114, 71)"
11472,1.0,"(114, 72)"
11473,17.0,"(114, 73)"
11474,15.0,"(114, 74)"
11475,2.0,"(114, 75)"
11476,21.0,"(114, 76)"
11477,25.0,"(114, 77)"
11478,13.0,"(114, 78)"
11479,14.0,"(114, 79)"
11480,1.0,"(114, 80)"
11481,16.0,"(114, 81)"
11482,20.0,"(114, 82)"
11483,5.0,"(114, 83)"
11484,8.0,"(114, 84)"
11485,1.0,"(114, 85)"
11486,1.0,"(114, 86)"
11487,3.0,"(114, 87)"
11488,8.0,"(114, 88)"
11489,8.0,"(114, 89)"
11490,15.0,"(114, 90)"
11491,8.0,"(114, 91)"
11492,17.0,"(114, 92)"
11493,21.0,"(114, 93)"
11494,16.0,"(114, 94)"
11495,11.0,"(114, 95)"
11496,11.0,"(114, 96)"
11497,14.0,"(114, 97)"
11498,17.0,"(114, 98)"
11499,5.0,"(114, 99)"
11500,16.0,"(115, 0)"
11501,7.0,"(115, 1)"
11502,14.0,"(115, 2)"
11503,22.0,"(115, 3)"
11504,13.0,"(115, 4)"
11505,22.0,"(115, 5)"
11506,4.0,"(115, 6)"
11507,19.0,"(115, 7)"
11508,22.0,"(115, 8)"
11509,14.0,"(115, 9)"
11510,24.0,"(115, 10)"
11511,12.0,"(115, 11)"
11512,22.0,"(115, 12)"
11513,1.0,"(115, 13)"
11514,26.0,"(115, 14)"
11515,15.0,"(115, 15)"
11516,22.0,"(115, 16)"
11517,18.0,"(115, 17)"
11518,16.0,"(115, 18)"
11519,13.0,"(115, 19)"
11520,0.0,"(115, 20)"
11521,13.0,"(115, 21)"
11522,23.0,"(115, 22)"
11523,10.0,"(115, 23)"
11524,15.0,"(115, 24)"
11525,20.0,"(115, 25)"
11526,19.0,"(115, 26)"
11527,6.0,"(115, 27)"
11528,5.0,"(115, 28)"
11529,17.0,"(115, 29)"
11530,22.0,"(115, 30)"
11531,21.0,"(115, 31)"
11532,9.0,"(115, 32)"
11533,16.0,"(115, 33)"
11534,1.0,"(115, 34)"
11535,20.0,"(115, 35)"
11536,13.0,"(115, 36)"
11537,19.0,"(115, 37)"
11538,19.0,"(115, 38)"
11539,22.0,"(115, 39)"
11540,20.0,"(115, 40)"
11541,20.0,"(115, 41)"
11542,15.0,"(115, 42)"
11543,21.0,"(115, 43)"
11544,20.0,"(115, 44)"
11545,18.0,"(115, 45)"
11546,20.0,"(115, 46)"
11547,22.0,"(115, 47)"
11548,6.0,"(115, 48)"
11549,5.0,"(115, 49)"
11550,6.0,"(115, 50)"
11551,2.0,"(115, 51)"
11552,18.0,"(115, 52)"
11553,3.0,"(115, 53)"
11554,5.0,"(115, 54)"
11555,12.0,"(115, 55)"
11556,13.0,"(115, 56)"
11557,25.0,"(115, 57)"
11558,23.0,"(115, 58)"
11559,11.0,"(115, 59)"
11560,21.0,"(115, 60)"
11561,9.0,"(115, 61)"
11562,12.0,"(115, 62)"
11563,9.0,"(115, 63)"
11564,11.0,"(115, 64)"
11565,10.0,"(115, 65)"
11566,11.0,"(115, 66)"
11567,25.0,"(115, 67)"
11568,15.0,"(115, 68)"
11569,3.0,"(115, 69)"
11570,4.0,"(115, 70)"
11571,6.0,"(115, 71)"
11572,26.0,"(115, 72)"
11573,18.0,"(115, 73)"
11574,8.0,"(115, 74)"
11575,9.223372036854776e+18,"(115, 75)"
11576,8.0,"(115, 76)"
11577,0.0,"(115, 77)"
11578,23.0,"(115, 78)"
11579,2.0,"(115, 79)"
11580,13.0,"(115, 80)"
11581,26.0,"(115, 81)"
11582,20.0,"(115, 82)"
11583,16.0,"(115, 83)"
11584,11.0,"(115, 84)"
11585,0.0,"(115, 85)"
11586,11.0,"(115, 86)"
11587,6.0,"(115, 87)"
11588,10.0,"(115, 88)"
11589,3.0,"(115, 89)"
11590,15.0,"(115, 90)"
11591,22.0,"(115, 91)"
11592,12.0,"(115, 92)"
11593,9.0,"(115, 93)"
11594,4.0,"(115, 94)"
11595,13.0,"(115, 95)"
11596,9.223372036854776e+18,"(115, 96)"
11597,6.0,"(115, 97)"
11598,3.0,"(115, 98)"
11599,13.0,"(115, 99)"
11600,17.0,"(116, 0)"
11601,8.0,"(116, 1)"
11602,26.0,"(116, 2)"
11603,3.0,"(116, 3)"
11604,7.0,"(116, 4)"
11605,0.0,"(116, 5)"
11606,20.0,"(116, 6)"
11607,19.0,"(116, 7)"
11608,9.0,"(116, 8)"
11609,13.0,"(116, 9)"
11610,18.0,"(116, 10)"
11611,17.0,"(116, 11)"
11612,18.0,"(116, 12)"
11613,4.0,"(116, 13)"
11614,16.0,"(116, 14)"
11615,12.0,"(116, 15)"
11616,17.0,"(116, 16)"
11617,18.0,"(116, 17)"
11618,13.0,"(116, 18)"
11619,2.0,"(116, 19)"
11620,18.0,"(116, 20)"
11621,13.0,"(116, 21)"
11622,7.0,"(116, 22)"
11623,22.0,"(116, 23)"
11624,12.0,"(116, 24)"
11625,18.0,"(116, 25)"
11626,19.0,"(116, 26)"
11627,5.0,"(116, 27)"
11628,4.0,"(116, 28)"
11629,22.0,"(116, 29)"
11630,10.0,"(116, 30)"
11631,24.0,"(116, 31)"
11632,23.0,"(116, 32)"
11633,1.0,"(116, 33)"
11634,0.0,"(116, 34)"
11635,11.0,"(116, 35)"
11636,11.0,"(116, 36)"
11637,19.0,"(116, 37)"
11638,17.0,"(116, 38)"
11639,19.0,"(116, 39)"
11640,4.0,"(116, 40)"
11641,1.0,"(116, 41)"
11642,1.0,"(116, 42)"
11643,22.0,"(116, 43)"
11644,1.0,"(116, 44)"
11645,3.0,"(116, 45)"
11646,11.0,"(116, 46)"
11647,12.0,"(116, 47)"
11648,21.0,"(116, 48)"
11649,16.0,"(116, 49)"
11650,2.0,"(116, 50)"
11651,12.0,"(116, 51)"
11652,14.0,"(116, 52)"
11653,28.0,"(116, 53)"
11654,22.0,"(116, 54)"
11655,2.0,"(116, 55)"
11656,12.0,"(116, 56)"
11657,17.0,"(116, 57)"
11658,17.0,"(116, 58)"
11659,21.0,"(116, 59)"
11660,19.0,"(116, 60)"
11661,1.0,"(116, 61)"
11662,12.0,"(116, 62)"
11663,23.0,"(116, 63)"
11664,12.0,"(116, 64)"
11665,3.0,"(116, 65)"
11666,19.0,"(116, 66)"
11667,5.0,"(116, 67)"
11668,13.0,"(116, 68)"
11669,16.0,"(116, 69)"
11670,6.0,"(116, 70)"
11671,12.0,"(116, 71)"
11672,2.0,"(116, 72)"
11673,10.0,"(116, 73)"
11674,13.0,"(116, 74)"
11675,12.0,"(116, 75)"
11676,3.0,"(116, 76)"
11677,6.0,"(116, 77)"
11678,24.0,"(116, 78)"
11679,22.0,"(116, 79)"
11680,11.0,"(116, 80)"
11681,22.0,"(116, 81)"
11682,2.0,"(116, 82)"
11683,14.0,"(116, 83)"
11684,4.0,"(116, 84)"
11685,16.0,"(116, 85)"
11686,18.0,"(116, 86)"
11687,2.0,"(116, 87)"
11688,4.0,"(116, 88)"
11689,2.0,"(116, 89)"
11690,20.0,"(116, 90)"
11691,11.0,"(116, 91)"
11692,26.0,"(116, 92)"
11693,10.0,"(116, 93)"
11694,14.0,"(116, 94)"
11695,11.0,"(116, 95)"
11696,21.0,"(116, 96)"
11697,4.0,"(116, 97)"
11698,21.0,"(116, 98)"
11699,21.0,"(116, 99)"
11700,17.0,"(117, 0)"
11701,10.0,"(117, 1)"
11702,9.0,"(117, 2)"
11703,9.0,"(117, 3)"
11704,6.0,"(117, 4)"
11705,14.0,"(117, 5)"
11706,19.0,"(117, 6)"
11707,10.0,"(117, 7)"
11708,11.0,"(117, 8)"
11709,18.0,"(117, 9)"
11710,8.0,"(117, 10)"
11711,20.0,"(117, 11)"
11712,15.0,"(117, 12)"
11713,19.0,"(117, 13)"
11714,15.0,"(117, 14)"
11715,18.0,"(117, 15)"
11716,14.0,"(117, 16)"
11717,15.0,"(117, 17)"
11718,13.0,"(117, 18)"
11719,0.0,"(117, 19)"
11720,16.0,"(117, 20)"
11721,8.0,"(117, 21)"
11722,8.0,"(117, 22)"
11723,20.0,"(117, 23)"
11724,8.0,"(117, 24)"
11725,17.0,"(117, 25)"
11726,8.0,"(117, 26)"
11727,15.0,"(117, 27)"
11728,5.0,"(117, 28)"
11729,12.0,"(117, 29)"
11730,1.0,"(117, 30)"
11731,8.0,"(117, 31)"
11732,24.0,"(117, 32)"
11733,5.0,"(117, 33)"
11734,1.0,"(117, 34)"
11735,12.0,"(117, 35)"
11736,5.0,"(117, 36)"
11737,26.0,"(117, 37)"
11738,17.0,"(117, 38)"
11739,23.0,"(117, 39)"
11740,13.0,"(117, 40)"
11741,0.0,"(117, 41)"
11742,5.0,"(117, 42)"
11743,20.0,"(117, 43)"
11744,11.0,"(117, 44)"
11745,24.0,"(117, 45)"
11746,9.0,"(117, 46)"
11747,13.0,"(117, 47)"
11748,11.0,"(117, 48)"
11749,18.0,"(117, 49)"
11750,18.0,"(117, 50)"
11751,2.0,"(117, 51)"
11752,19.0,"(117, 52)"
11753,13.0,"(117, 53)"
11754,1.0,"(117, 54)"
11755,18.0,"(117, 55)"
11756,1.0,"(117, 56)"
11757,6.0,"(117, 57)"
11758,9.0,"(117, 58)"
11759,18.0,"(117, 59)"
11760,7.0,"(117, 60)"
11761,16.0,"(117, 61)"
11762,23.0,"(117, 62)"
11763,9.223372036854776e+18,"(117, 63)"
11764,21.0,"(117, 64)"
11765,17.0,"(117, 65)"
11766,9.223372036854776e+18,"(117, 66)"
11767,7.0,"(117, 67)"
11768,7.0,"(117, 68)"
11769,13.0,"(117, 69)"
11770,2.0,"(117, 70)"
11771,15.0,"(117, 71)"
11772,18.0,"(117, 72)"
11773,9.0,"(117, 73)"
11774,5.0,"(117, 74)"
11775,19.0,"(117, 75)"
11776,9.0,"(117, 76)"
11777,20.0,"(117, 77)"
11778,5.0,"(117, 78)"
11779,16.0,"(117, 79)"
11780,21.0,"(117, 80)"
11781,15.0,"(117, 81)"
11782,2.0,"(117, 82)"
11783,3.0,"(117, 83)"
11784,3.0,"(117, 84)"
11785,22.0,"(117, 85)"
11786,7.0,"(117, 86)"
11787,17.0,"(117, 87)"
11788,1.0,"(117, 88)"
11789,4.0,"(117, 89)"
11790,9.0,"(117, 90)"
11791,3.0,"(117, 91)"
11792,20.0,"(117, 92)"
11793,1.0,"(117, 93)"
11794,11.0,"(117, 94)"
11795,15.0,"(117, 95)"
11796,19.0,"(117, 96)"
11797,17.0,"(117, 97)"
11798,0.0,"(117, 98)"
11799,1.0,"(117, 99)"
11800,3.0,"(118, 0)"
11801,12.0,"(118, 1)"
11802,19.0,"(118, 2)"
11803,13.0,"(118, 3)"
11804,4.0,"(118, 4)"
11805,4.0,"(118, 5)"
11806,28.0,"(118, 6)"
11807,16.0,"(118, 7)"
11808,15.0,"(118, 8)"
11809,23.0,"(118, 9)"
11810,23.0,"(118, 10)"
11811,16.0,"(118, 11)"
11812,3.0,"(118, 12)"
11813,19.0,"(118, 13)"
11814,18.0,"(118, 14)"
11815,12.0,"(118, 15)"
11816,21.0,"(118, 16)"
11817,15.0,"(118, 17)"
11818,4.0,"(118, 18)"
11819,11.0,"(118, 19)"
11820,26.0,"(118, 20)"
11821,20.0,"(118, 21)"
11822,0.0,"(118, 22)"
11823,22.0,"(118, 23)"
11824,12.0,"(118, 24)"
11825,9.223372036854776e+18,"(118, 25)"
11826,4.0,"(118, 26)"
11827,29.0,"(118, 27)"
11828,23.0,"(118, 28)"
11829,21.0,"(118, 29)"
11830,11.0,"(118, 30)"
11831,18.0,"(118, 31)"
11832,7.0,"(118, 32)"
11833,19.0,"(118, 33)"
11834,20.0,"(118, 34)"
11835,4.0,"(118, 35)"
11836,6.0,"(118, 36)"
11837,7.0,"(118, 37)"
11838,3.0,"(118, 38)"
11839,19.0,"(118, 39)"
11840,15.0,"(118, 40)"
11841,21.0,"(118, 41)"
11842,13.0,"(118, 42)"
11843,16.0,"(118, 43)"
11844,15.0,"(118, 44)"
11845,1.0,"(118, 45)"
11846,3.0,"(118, 46)"
11847,4.0,"(118, 47)"
11848,22.0,"(118, 48)"
11849,10.0,"(118, 49)"
11850,19.0,"(118, 50)"
11851,7.0,"(118, 51)"
11852,18.0,"(118, 52)"
11853,20.0,"(118, 53)"
11854,12.0,"(118, 54)"
11855,3.0,"(118, 55)"
11856,9.223372036854776e+18,"(118, 56)"
11857,9.0,"(118, 57)"
11858,24.0,"(118, 58)"
11859,9.0,"(118, 59)"
11860,21.0,"(118, 60)"
11861,16.0,"(118, 61)"
11862,13.0,"(118, 62)"
11863,13.0,"(118, 63)"
11864,22.0,"(118, 64)"
11865,9.223372036854776e+18,"(118, 65)"
11866,14.0,"(118, 66)"
11867,11.0,"(118, 67)"
11868,15.0,"(118, 68)"
11869,9.0,"(118, 69)"
11870,2.0,"(118, 70)"
11871,7.0,"(118, 71)"
11872,13.0,"(118, 72)"
11873,19.0,"(118, 73)"
11874,4.0,"(118, 74)"
11875,0.0,"(118, 75)"
11876,17.0,"(118, 76)"
11877,19.0,"(118, 77)"
11878,13.0,"(118, 78)"
11879,7.0,"(118, 79)"
11880,1.0,"(118, 80)"
11881,4.0,"(118, 81)"
11882,9.0,"(118, 82)"
11883,13.0,"(118, 83)"
11884,14.0,"(118, 84)"
11885,6.0,"(118, 85)"
11886,23.0,"(118, 86)"
11887,15.0,"(118, 87)"
11888,1.0,"(118, 88)"
11889,20.0,"(118, 89)"
11890,18.0,"(118, 90)"
11891,14.0,"(118, 91)"
11892,22.0,"(118, 92)"
11893,15.0,"(118, 93)"
11894,1.0,"(118, 94)"
11895,4.0,"(118, 95)"
11896,23.0,"(118, 96)"
11897,13.0,"(118, 97)"
11898,18.0,"(118, 98)"
11899,18.0,"(118, 99)"
11900,11.0,"(119, 0)"
11901,16.0,"(119, 1)"
11902,21.0,"(119, 2)"
11903,22.0,"(119, 3)"
11904,0.0,"(119, 4)"
11905,22.0,"(119, 5)"
11906,2.0,"(119, 6)"
11907,8.0,"(119, 7)"
11908,4.0,"(119, 8)"
11909,15.0,"(119, 9)"
11910,2.0,"(119, 10)"
11911,1.0,"(119, 11)"
11912,3.0,"(119, 12)"
11913,5.0,"(119, 13)"
11914,2.0,"(119, 14)"
11915,15.0,"(119, 15)"
11916,1.0,"(119, 16)"
11917,12.0,"(119, 17)"
11918,26.0,"(119, 18)"
11919,3.0,"(119, 19)"
11920,7.0,"(119, 20)"
11921,21.0,"(119, 21)"
11922,18.0,"(119, 22)"
11923,11.0,"(119, 23)"
11924,9.0,"(119, 24)"
11925,11.0,"(119, 25)"
11926,6.0,"(119, 26)"
11927,8.0,"(119, 27)"
11928,22.0,"(119, 28)"
11929,12.0,"(119, 29)"
11930,13.0,"(119, 30)"
11931,18.0,"(119, 31)"
11932,5.0,"(119, 32)"
11933,11.0,"(119, 33)"
11934,3.0,"(119, 34)"
11935,20.0,"(119, 35)"
11936,10.0,"(119, 36)"
11937,26.0,"(119, 37)"
11938,12.0,"(119, 38)"
11939,30.0,"(119, 39)"
11940,7.0,"(119, 40)"
11941,14.0,"(119, 41)"
11942,0.0,"(119, 42)"
11943,3.0,"(119, 43)"
11944,18.0,"(119, 44)"
11945,18.0,"(119, 45)"
11946,13.0,"(119, 46)"
11947,20.0,"(119, 47)"
11948,5.0,"(119, 48)"
11949,20.0,"(119, 49)"
11950,15.0,"(119, 50)"
11951,4.0,"(119, 51)"
11952,8.0,"(119, 52)"
11953,5.0,"(119, 53)"
11954,10.0,"(119, 54)"
11955,24.0,"(119, 55)"
11956,10.0,"(119, 56)"
11957,8.0,"(119, 57)"
11958,0.0,"(119, 58)"
11959,3.0,"(119, 59)"
11960,12.0,"(119, 60)"
11961,20.0,"(119, 61)"
11962,18.0,"(119, 62)"
11963,14.0,"(119, 63)"
11964,16.0,"(119, 64)"
11965,12.0,"(119, 65)"
11966,20.0,"(119, 66)"
11967,8.0,"(119, 67)"
11968,0.0,"(119, 68)"
11969,4.0,"(119, 69)"
11970,4.0,"(119, 70)"
11971,8.0,"(119, 71)"
11972,6.0,"(119, 72)"
11973,19.0,"(119, 73)"
11974,23.0,"(119, 74)"
11975,7.0,"(119, 75)"
11976,10.0,"(119, 76)"
11977,19.0,"(119, 77)"
11978,17.0,"(119, 78)"
11979,20.0,"(119, 79)"
11980,17.0,"(119, 80)"
11981,20.0,"(119, 81)"
11982,9.0,"(119, 82)"
11983,1.0,"(119, 83)"
11984,3.0,"(119, 84)"
11985,18.0,"(119, 85)"
11986,1.0,"(119, 86)"
11987,7.0,"(119, 87)"
11988,9.223372036854776e+18,"(119, 88)"
11989,9.223372036854776e+18,"(119, 89)"
11990,1.0,"(119, 90)"
11991,10.0,"(119, 91)"
11992,11.0,"(119, 92)"
11993,22.0,"(119, 93)"
11994,13.0,"(119, 94)"
11995,7.0,"(119, 95)"
11996,20.0,"(119, 96)"
11997,25.0,"(119, 97)"
11998,16.0,"(119, 98)"
11999,5.0,"(119, 99)"
12000,17.0,"(120, 0)"
12001,22.0,"(120, 1)"
12002,16.0,"(120, 2)"
12003,19.0,"(120, 3)"
12004,22.0,"(120, 4)"
12005,19.0,"(120, 5)"
12006,18.0,"(120, 6)"
12007,19.0,"(120, 7)"
12008,17.0,"(120, 8)"
12009,11.0,"(120, 9)"
12010,4.0,"(120, 10)"
12011,3.0,"(120, 11)"
12012,5.0,"(120, 12)"
12013,10.0,"(120, 13)"
12014,17.0,"(120, 14)"
12015,9.223372036854776e+18,"(120, 15)"
12016,3.0,"(120, 16)"
12017,9.0,"(120, 17)"
12018,18.0,"(120, 18)"
12019,12.0,"(120, 19)"
12020,22.0,"(120, 20)"
12021,9.0,"(120, 21)"
12022,11.0,"(120, 22)"
12023,0.0,"(120, 23)"
12024,2.0,"(120, 24)"
12025,5.0,"(120, 25)"
12026,11.0,"(120, 26)"
12027,17.0,"(120, 27)"
12028,1.0,"(120, 28)"
12029,19.0,"(120, 29)"
12030,1.0,"(120, 30)"
12031,19.0,"(120, 31)"
12032,9.223372036854776e+18,"(120, 32)"
12033,9.223372036854776e+18,"(120, 33)"
12034,6.0,"(120, 34)"
12035,21.0,"(120, 35)"
12036,1.0,"(120, 36)"
12037,21.0,"(120, 37)"
12038,24.0,"(120, 38)"
12039,22.0,"(120, 39)"
12040,23.0,"(120, 40)"
12041,2.0,"(120, 41)"
12042,16.0,"(120, 42)"
12043,2.0,"(120, 43)"
12044,16.0,"(120, 44)"
12045,19.0,"(120, 45)"
12046,10.0,"(120, 46)"
12047,19.0,"(120, 47)"
12048,5.0,"(120, 48)"
12049,17.0,"(120, 49)"
12050,22.0,"(120, 50)"
12051,17.0,"(120, 51)"
12052,4.0,"(120, 52)"
12053,21.0,"(120, 53)"
12054,2.0,"(120, 54)"
12055,8.0,"(120, 55)"
12056,10.0,"(120, 56)"
12057,0.0,"(120, 57)"
12058,1.0,"(120, 58)"
12059,9.223372036854776e+18,"(120, 59)"
12060,18.0,"(120, 60)"
12061,15.0,"(120, 61)"
12062,4.0,"(120, 62)"
12063,12.0,"(120, 63)"
12064,16.0,"(120, 64)"
12065,1.0,"(120, 65)"
12066,13.0,"(120, 66)"
12067,9.223372036854776e+18,"(120, 67)"
12068,13.0,"(120, 68)"
12069,7.0,"(120, 69)"
12070,5.0,"(120, 70)"
12071,7.0,"(120, 71)"
12072,21.0,"(120, 72)"
12073,1.0,"(120, 73)"
12074,20.0,"(120, 74)"
12075,22.0,"(120, 75)"
12076,9.223372036854776e+18,"(120, 76)"
12077,20.0,"(120, 77)"
12078,17.0,"(120, 78)"
12079,1.0,"(120, 79)"
12080,16.0,"(120, 80)"
12081,9.0,"(120, 81)"
12082,11.0,"(120, 82)"
12083,17.0,"(120, 83)"
12084,21.0,"(120, 84)"
12085,7.0,"(120, 85)"
12086,16.0,"(120, 86)"
12087,16.0,"(120, 87)"
12088,8.0,"(120, 88)"
12089,14.0,"(120, 89)"
12090,8.0,"(120, 90)"
12091,19.0,"(120, 91)"
12092,18.0,"(120, 92)"
12093,6.0,"(120, 93)"
12094,17.0,"(120, 94)"
12095,16.0,"(120, 95)"
12096,19.0,"(120, 96)"
12097,3.0,"(120, 97)"
12098,9.223372036854776e+18,"(120, 98)"
12099,13.0,"(120, 99)"
12100,3.0,"(121, 0)"
12101,22.0,"(121, 1)"
12102,4.0,"(121, 2)"
12103,23.0,"(121, 3)"
12104,12.0,"(121, 4)"
12105,9.223372036854776e+18,"(121, 5)"
12106,17.0,"(121, 6)"
12107,21.0,"(121, 7)"
12108,24.0,"(121, 8)"
12109,13.0,"(121, 9)"
12110,10.0,"(121, 10)"
12111,24.0,"(121, 11)"
12112,12.0,"(121, 12)"
12113,17.0,"(121, 13)"
12114,11.0,"(121, 14)"
12115,10.0,"(121, 15)"
12116,4.0,"(121, 16)"
12117,6.0,"(121, 17)"
12118,13.0,"(121, 18)"
12119,10.0,"(121, 19)"
12120,2.0,"(121, 20)"
12121,1.0,"(121, 21)"
12122,20.0,"(121, 22)"
12123,20.0,"(121, 23)"
12124,6.0,"(121, 24)"
12125,24.0,"(121, 25)"
12126,21.0,"(121, 26)"
12127,1.0,"(121, 27)"
12128,16.0,"(121, 28)"
12129,4.0,"(121, 29)"
12130,6.0,"(121, 30)"
12131,7.0,"(121, 31)"
12132,5.0,"(121, 32)"
12133,10.0,"(121, 33)"
12134,23.0,"(121, 34)"
12135,23.0,"(121, 35)"
12136,19.0,"(121, 36)"
12137,19.0,"(121, 37)"
12138,10.0,"(121, 38)"
12139,4.0,"(121, 39)"
12140,20.0,"(121, 40)"
12141,3.0,"(121, 41)"
12142,9.223372036854776e+18,"(121, 42)"
12143,16.0,"(121, 43)"
12144,16.0,"(121, 44)"
12145,9.223372036854776e+18,"(121, 45)"
12146,16.0,"(121, 46)"
12147,9.223372036854776e+18,"(121, 47)"
12148,11.0,"(121, 48)"
12149,9.0,"(121, 49)"
12150,21.0,"(121, 50)"
12151,11.0,"(121, 51)"
12152,15.0,"(121, 52)"
12153,3.0,"(121, 53)"
12154,17.0,"(121, 54)"
12155,18.0,"(121, 55)"
12156,6.0,"(121, 56)"
12157,22.0,"(121, 57)"
12158,3.0,"(121, 58)"
12159,4.0,"(121, 59)"
12160,18.0,"(121, 60)"
12161,10.0,"(121, 61)"
12162,4.0,"(121, 62)"
12163,22.0,"(121, 63)"
12164,16.0,"(121, 64)"
12165,9.0,"(121, 65)"
12166,20.0,"(121, 66)"
12167,1.0,"(121, 67)"
12168,4.0,"(121, 68)"
12169,2.0,"(121, 69)"
12170,4.0,"(121, 70)"
12171,10.0,"(121, 71)"
12172,7.0,"(121, 72)"
12173,17.0,"(121, 73)"
12174,18.0,"(121, 74)"
12175,17.0,"(121, 75)"
12176,19.0,"(121, 76)"
12177,13.0,"(121, 77)"
12178,20.0,"(121, 78)"
12179,25.0,"(121, 79)"
12180,19.0,"(121, 80)"
12181,3.0,"(121, 81)"
12182,11.0,"(121, 82)"
12183,18.0,"(121, 83)"
12184,16.0,"(121, 84)"
12185,17.0,"(121, 85)"
12186,14.0,"(121, 86)"
12187,2.0,"(121, 87)"
12188,8.0,"(121, 88)"
12189,3.0,"(121, 89)"
12190,10.0,"(121, 90)"
12191,13.0,"(121, 91)"
12192,22.0,"(121, 92)"
12193,20.0,"(121, 93)"
12194,24.0,"(121, 94)"
12195,8.0,"(121, 95)"
12196,16.0,"(121, 96)"
12197,12.0,"(121, 97)"
12198,2.0,"(121, 98)"
12199,9.223372036854776e+18,"(121, 99)"
12200,14.0,"(122, 0)"
12201,14.0,"(122, 1)"
12202,12.0,"(122, 2)"
12203,18.0,"(122, 3)"
12204,8.0,"(122, 4)"
12205,6.0,"(122, 5)"
12206,6.0,"(122, 6)"
12207,8.0,"(122, 7)"
12208,14.0,"(122, 8)"
12209,10.0,"(122, 9)"
12210,16.0,"(122, 10)"
12211,9.223372036854776e+18,"(122, 11)"
12212,20.0,"(122, 12)"
12213,13.0,"(122, 13)"
12214,0.0,"(122, 14)"
12215,6.0,"(122, 15)"
12216,17.0,"(122, 16)"
12217,13.0,"(122, 17)"
12218,24.0,"(122, 18)"
12219,5.0,"(122, 19)"
12220,0.0,"(122, 20)"
12221,3.0,"(122, 21)"
12222,8.0,"(122, 22)"
12223,18.0,"(122, 23)"
12224,6.0,"(122, 24)"
12225,11.0,"(122, 25)"
12226,21.0,"(122, 26)"
12227,1.0,"(122, 27)"
12228,9.0,"(122, 28)"
12229,22.0,"(122, 29)"
12230,0.0,"(122, 30)"
12231,22.0,"(122, 31)"
12232,22.0,"(122, 32)"
12233,9.0,"(122, 33)"
12234,9.0,"(122, 34)"
12235,23.0,"(122, 35)"
12236,9.223372036854776e+18,"(122, 36)"
12237,9.223372036854776e+18,"(122, 37)"
12238,18.0,"(122, 38)"
12239,27.0,"(122, 39)"
12240,6.0,"(122, 40)"
12241,1.0,"(122, 41)"
12242,16.0,"(122, 42)"
12243,15.0,"(122, 43)"
12244,20.0,"(122, 44)"
12245,19.0,"(122, 45)"
