index,forgetting_events
496,9.223372036854776e+18
497,1.0
498,1.0
499,2.0
500,1.0
501,1.0
502,9.223372036854776e+18
503,0.0
504,1.0
505,9.223372036854776e+18
506,9.223372036854776e+18
507,1.0
508,1.0
509,1.0
510,9.223372036854776e+18
511,0.0
512,1.0
513,9.223372036854776e+18
514,1.0
515,9.223372036854776e+18
516,0.0
517,9.223372036854776e+18
518,0.0
519,1.0
520,0.0
521,0.0
522,1.0
523,1.0
524,9.223372036854776e+18
525,9.223372036854776e+18
526,1.0
527,9.223372036854776e+18
528,0.0
529,0.0
530,9.223372036854776e+18
531,1.0
532,2.0
533,0.0
534,0.0
535,9.223372036854776e+18
536,1.0
537,1.0
538,9.223372036854776e+18
539,9.223372036854776e+18
540,1.0
541,9.223372036854776e+18
542,9.223372036854776e+18
543,9.223372036854776e+18
544,1.0
545,9.223372036854776e+18
546,1.0
547,0.0
548,9.223372036854776e+18
549,9.223372036854776e+18
550,9.223372036854776e+18
551,2.0
552,1.0
553,1.0
554,1.0
555,1.0
556,9.223372036854776e+18
557,0.0
558,1.0
559,1.0
560,1.0
561,1.0
562,0.0
563,1.0
564,9.223372036854776e+18
565,9.223372036854776e+18
566,0.0
567,0.0
568,0.0
569,9.223372036854776e+18
570,1.0
571,0.0
572,0.0
573,1.0
574,0.0
575,9.223372036854776e+18
576,0.0
577,9.223372036854776e+18
578,1.0
579,1.0
580,9.223372036854776e+18
581,0.0
582,9.223372036854776e+18
583,0.0
584,0.0
585,1.0
586,1.0
587,0.0
588,0.0
589,9.223372036854776e+18
590,9.223372036854776e+18
591,9.223372036854776e+18
592,0.0
593,9.223372036854776e+18
594,2.0
595,2.0
596,0.0
597,9.223372036854776e+18
598,1.0
599,1.0
600,9.223372036854776e+18
601,9.223372036854776e+18
602,9.223372036854776e+18
603,9.223372036854776e+18
604,9.223372036854776e+18
605,9.223372036854776e+18
606,0.0
607,1.0
608,9.223372036854776e+18
609,0.0
610,0.0
611,9.223372036854776e+18
612,1.0
613,9.223372036854776e+18
614,9.223372036854776e+18
615,9.223372036854776e+18
616,9.223372036854776e+18
617,9.223372036854776e+18
618,9.223372036854776e+18
619,0.0
620,9.223372036854776e+18
621,0.0
622,0.0
623,9.223372036854776e+18
624,1.0
625,0.0
626,9.223372036854776e+18
627,1.0
628,1.0
629,9.223372036854776e+18
630,9.223372036854776e+18
631,1.0
632,9.223372036854776e+18
633,9.223372036854776e+18
634,9.223372036854776e+18
635,9.223372036854776e+18
636,1.0
637,0.0
638,9.223372036854776e+18
639,9.223372036854776e+18
640,9.223372036854776e+18
641,0.0
642,9.223372036854776e+18
643,0.0
644,9.223372036854776e+18
645,2.0
646,9.223372036854776e+18
647,9.223372036854776e+18
648,9.223372036854776e+18
649,1.0
650,0.0
651,1.0
652,9.223372036854776e+18
653,9.223372036854776e+18
654,1.0
655,9.223372036854776e+18
656,0.0
657,1.0
658,1.0
659,1.0
660,1.0
661,1.0
662,9.223372036854776e+18
663,9.223372036854776e+18
664,9.223372036854776e+18
665,1.0
666,1.0
667,9.223372036854776e+18
668,9.223372036854776e+18
669,0.0
670,9.223372036854776e+18
671,1.0
672,9.223372036854776e+18
673,9.223372036854776e+18
674,9.223372036854776e+18
675,2.0
676,9.223372036854776e+18
677,9.223372036854776e+18
678,9.223372036854776e+18
679,1.0
680,1.0
681,2.0
682,1.0
683,2.0
684,9.223372036854776e+18
685,0.0
686,9.223372036854776e+18
687,0.0
688,1.0
689,9.223372036854776e+18
690,0.0
691,9.223372036854776e+18
692,2.0
693,9.223372036854776e+18
694,1.0
695,1.0
696,0.0
697,9.223372036854776e+18
698,1.0
699,9.223372036854776e+18
700,9.223372036854776e+18
701,1.0
702,9.223372036854776e+18
703,9.223372036854776e+18
704,1.0
705,1.0
706,1.0
707,0.0
708,9.223372036854776e+18
709,1.0
710,1.0
711,9.223372036854776e+18
712,1.0
713,0.0
714,9.223372036854776e+18
715,1.0
716,9.223372036854776e+18
717,9.223372036854776e+18
718,9.223372036854776e+18
719,0.0
720,1.0
721,2.0
722,9.223372036854776e+18
723,9.223372036854776e+18
724,9.223372036854776e+18
725,9.223372036854776e+18
726,0.0
727,1.0
728,1.0
729,1.0
730,9.223372036854776e+18
731,0.0
732,9.223372036854776e+18
733,1.0
734,2.0
735,9.223372036854776e+18
736,0.0
737,1.0
738,9.223372036854776e+18
739,1.0
740,9.223372036854776e+18
741,9.223372036854776e+18
742,1.0
743,9.223372036854776e+18
744,1.0
745,1.0
746,0.0
747,9.223372036854776e+18
748,1.0
749,1.0
750,0.0
751,9.223372036854776e+18
752,0.0
753,9.223372036854776e+18
754,0.0
755,2.0
756,1.0
757,9.223372036854776e+18
758,1.0
759,9.223372036854776e+18
760,9.223372036854776e+18
761,9.223372036854776e+18
762,9.223372036854776e+18
763,9.223372036854776e+18
764,0.0
765,0.0
766,0.0
767,0.0
768,9.223372036854776e+18
769,0.0
770,1.0
771,0.0
772,9.223372036854776e+18
773,1.0
774,9.223372036854776e+18
775,1.0
776,9.223372036854776e+18
777,0.0
778,1.0
779,0.0
780,9.223372036854776e+18
781,2.0
782,1.0
783,9.223372036854776e+18
784,9.223372036854776e+18
785,9.223372036854776e+18
786,9.223372036854776e+18
787,9.223372036854776e+18
788,9.223372036854776e+18
789,1.0
790,9.223372036854776e+18
791,1.0
792,9.223372036854776e+18
793,0.0
794,0.0
795,0.0
796,9.223372036854776e+18
797,9.223372036854776e+18
798,2.0
799,9.223372036854776e+18
800,1.0
801,9.223372036854776e+18
802,9.223372036854776e+18
803,9.223372036854776e+18
804,1.0
805,9.223372036854776e+18
806,9.223372036854776e+18
807,0.0
808,1.0
809,9.223372036854776e+18
810,1.0
811,0.0
812,9.223372036854776e+18
813,1.0
814,1.0
815,9.223372036854776e+18
816,9.223372036854776e+18
817,1.0
818,9.223372036854776e+18
819,9.223372036854776e+18
820,1.0
821,1.0
822,0.0
823,9.223372036854776e+18
824,9.223372036854776e+18
825,1.0
826,1.0
827,1.0
828,0.0
829,9.223372036854776e+18
830,1.0
831,1.0
832,9.223372036854776e+18
833,0.0
834,0.0
835,9.223372036854776e+18
836,0.0
837,2.0
838,1.0
839,0.0
840,0.0
841,9.223372036854776e+18
842,0.0
843,9.223372036854776e+18
844,9.223372036854776e+18
845,9.223372036854776e+18
846,9.223372036854776e+18
847,1.0
848,0.0
849,1.0
850,9.223372036854776e+18
851,0.0
852,9.223372036854776e+18
853,9.223372036854776e+18
854,1.0
855,0.0
856,9.223372036854776e+18
857,9.223372036854776e+18
858,9.223372036854776e+18
859,0.0
860,0.0
861,9.223372036854776e+18
862,9.223372036854776e+18
863,1.0
864,9.223372036854776e+18
865,9.223372036854776e+18
866,9.223372036854776e+18
867,1.0
868,9.223372036854776e+18
869,9.223372036854776e+18
870,0.0
871,0.0
872,0.0
873,9.223372036854776e+18
874,1.0
875,9.223372036854776e+18
876,9.223372036854776e+18
877,9.223372036854776e+18
878,9.223372036854776e+18
879,0.0
880,0.0
881,0.0
882,9.223372036854776e+18
883,0.0
884,1.0
885,9.223372036854776e+18
886,1.0
887,0.0
888,9.223372036854776e+18
889,9.223372036854776e+18
890,9.223372036854776e+18
891,2.0
892,0.0
893,0.0
894,9.223372036854776e+18
895,9.223372036854776e+18
896,0.0
897,1.0
898,1.0
899,9.223372036854776e+18
900,1.0
901,0.0
902,1.0
903,1.0
904,9.223372036854776e+18
905,9.223372036854776e+18
906,9.223372036854776e+18
907,0.0
908,2.0
909,0.0
910,1.0
911,1.0
912,1.0
913,2.0
914,0.0
915,9.223372036854776e+18
916,0.0
917,9.223372036854776e+18
918,9.223372036854776e+18
919,1.0
920,0.0
921,2.0
922,9.223372036854776e+18
923,2.0
924,1.0
925,0.0
926,9.223372036854776e+18
927,9.223372036854776e+18
928,1.0
929,0.0
930,1.0
931,2.0
932,1.0
933,1.0
934,9.223372036854776e+18
935,9.223372036854776e+18
936,0.0
937,1.0
938,1.0
939,1.0
940,9.223372036854776e+18
941,9.223372036854776e+18
942,0.0
943,0.0
944,9.223372036854776e+18
945,0.0
946,0.0
947,9.223372036854776e+18
948,0.0
949,9.223372036854776e+18
950,9.223372036854776e+18
951,1.0
952,1.0
953,0.0
954,0.0
955,0.0
956,1.0
957,1.0
958,9.223372036854776e+18
959,0.0
960,9.223372036854776e+18
961,0.0
962,0.0
963,9.223372036854776e+18
964,9.223372036854776e+18
965,9.223372036854776e+18
966,0.0
967,9.223372036854776e+18
968,1.0
969,9.223372036854776e+18
970,0.0
971,0.0
972,0.0
973,0.0
974,1.0
975,1.0
976,1.0
977,9.223372036854776e+18
978,1.0
979,0.0
980,0.0
981,1.0
982,9.223372036854776e+18
983,9.223372036854776e+18
984,1.0
985,1.0
986,1.0
987,1.0
988,9.223372036854776e+18
989,1.0
990,9.223372036854776e+18
991,9.223372036854776e+18
992,9.223372036854776e+18
993,1.0
994,9.223372036854776e+18
995,9.223372036854776e+18
996,9.223372036854776e+18
997,0.0
998,9.223372036854776e+18
999,9.223372036854776e+18
1000,1.0
1001,9.223372036854776e+18
1002,0.0
1003,1.0
1004,9.223372036854776e+18
1005,0.0
1006,9.223372036854776e+18
1007,9.223372036854776e+18
1008,9.223372036854776e+18
1009,9.223372036854776e+18
1010,9.223372036854776e+18
1011,0.0
1012,9.223372036854776e+18
1013,0.0
1014,1.0
1015,0.0
1016,0.0
1017,9.223372036854776e+18
1018,1.0
1019,9.223372036854776e+18
1020,9.223372036854776e+18
1021,0.0
1022,1.0
1023,9.223372036854776e+18
1024,9.223372036854776e+18
1025,9.223372036854776e+18
1026,9.223372036854776e+18
1027,9.223372036854776e+18
1028,9.223372036854776e+18
1029,0.0
1030,9.223372036854776e+18
1031,0.0
1032,0.0
1033,0.0
1034,1.0
1035,2.0
1036,0.0
1037,9.223372036854776e+18
1038,1.0
1039,9.223372036854776e+18
1040,1.0
1041,9.223372036854776e+18
1042,9.223372036854776e+18
1043,1.0
1044,9.223372036854776e+18
1045,1.0
1046,0.0
1047,0.0
1048,9.223372036854776e+18
1049,0.0
1050,9.223372036854776e+18
1051,0.0
1052,0.0
1053,1.0
1054,9.223372036854776e+18
1055,9.223372036854776e+18
1056,0.0
1057,0.0
1058,1.0
1059,9.223372036854776e+18
1060,1.0
1061,1.0
1062,9.223372036854776e+18
1063,0.0
1064,9.223372036854776e+18
1065,9.223372036854776e+18
1066,1.0
1067,1.0
1068,1.0
1069,1.0
1070,9.223372036854776e+18
1071,9.223372036854776e+18
1072,9.223372036854776e+18
1073,1.0
1074,9.223372036854776e+18
1075,1.0
1076,9.223372036854776e+18
1077,9.223372036854776e+18
1078,1.0
1079,1.0
1080,1.0
1081,1.0
1082,9.223372036854776e+18
1083,2.0
1084,9.223372036854776e+18
1085,1.0
1086,1.0
1087,0.0
1088,1.0
1089,9.223372036854776e+18
1090,1.0
1091,0.0
1092,0.0
1093,9.223372036854776e+18
1094,9.223372036854776e+18
1095,0.0
1096,0.0
1097,9.223372036854776e+18
1098,9.223372036854776e+18
1099,1.0
1100,9.223372036854776e+18
1101,1.0
1102,1.0
1103,0.0
1104,9.223372036854776e+18
1105,1.0
1106,0.0
1107,1.0
1108,0.0
1109,9.223372036854776e+18
1110,1.0
1111,0.0
1112,0.0
1113,1.0
1114,1.0
1115,9.223372036854776e+18
1116,1.0
1117,0.0
1118,9.223372036854776e+18
1119,9.223372036854776e+18
1120,9.223372036854776e+18
1121,9.223372036854776e+18
1122,9.223372036854776e+18
1123,9.223372036854776e+18
1124,9.223372036854776e+18
1125,0.0
1126,0.0
1127,9.223372036854776e+18
1128,9.223372036854776e+18
1129,9.223372036854776e+18
1130,9.223372036854776e+18
1131,9.223372036854776e+18
1132,9.223372036854776e+18
1133,0.0
1134,2.0
1135,1.0
1136,9.223372036854776e+18
1137,9.223372036854776e+18
1138,9.223372036854776e+18
1139,1.0
1140,9.223372036854776e+18
1141,1.0
1142,0.0
1143,0.0
1144,1.0
1145,9.223372036854776e+18
1146,1.0
1147,0.0
1148,1.0
1149,1.0
1150,9.223372036854776e+18
1151,0.0
1152,0.0
1153,9.223372036854776e+18
1154,0.0
1155,0.0
1156,9.223372036854776e+18
1157,9.223372036854776e+18
1158,9.223372036854776e+18
1159,9.223372036854776e+18
1160,9.223372036854776e+18
1161,9.223372036854776e+18
1162,0.0
1163,9.223372036854776e+18
1164,9.223372036854776e+18
1165,1.0
1166,9.223372036854776e+18
1167,9.223372036854776e+18
1168,9.223372036854776e+18
1169,9.223372036854776e+18
1170,9.223372036854776e+18
1171,0.0
1172,0.0
1173,0.0
1174,9.223372036854776e+18
1175,0.0
1176,0.0
1177,1.0
1178,0.0
1179,2.0
1180,1.0
1181,0.0
1182,9.223372036854776e+18
1183,1.0
1184,1.0
1185,0.0
1186,1.0
1187,1.0
1188,9.223372036854776e+18
1189,1.0
1190,9.223372036854776e+18
1191,9.223372036854776e+18
1192,0.0
1193,9.223372036854776e+18
1194,0.0
1195,9.223372036854776e+18
1196,9.223372036854776e+18
1197,9.223372036854776e+18
1198,9.223372036854776e+18
1199,9.223372036854776e+18
1200,1.0
1201,9.223372036854776e+18
1202,9.223372036854776e+18
1203,9.223372036854776e+18
1204,1.0
1205,1.0
1206,1.0
1207,9.223372036854776e+18
1208,9.223372036854776e+18
1209,1.0
1210,1.0
1211,0.0
1212,9.223372036854776e+18
1213,9.223372036854776e+18
1214,0.0
1215,9.223372036854776e+18
1216,9.223372036854776e+18
1217,0.0
1218,0.0
1219,9.223372036854776e+18
1220,1.0
1221,1.0
1222,9.223372036854776e+18
1223,1.0
1224,9.223372036854776e+18
1225,9.223372036854776e+18
1226,0.0
1227,9.223372036854776e+18
1228,0.0
1229,0.0
1230,1.0
1231,1.0
1232,9.223372036854776e+18
1233,0.0
1234,9.223372036854776e+18
1235,0.0
1236,1.0
1237,1.0
1238,9.223372036854776e+18
1239,9.223372036854776e+18
1240,9.223372036854776e+18
1241,9.223372036854776e+18
1242,9.223372036854776e+18
1243,0.0
1244,9.223372036854776e+18
1245,1.0
1246,0.0
1247,9.223372036854776e+18
1248,1.0
1249,0.0
1250,0.0
1251,0.0
1252,9.223372036854776e+18
1253,1.0
1254,1.0
1255,1.0
1256,1.0
1257,9.223372036854776e+18
1258,1.0
1259,0.0
1260,9.223372036854776e+18
1261,0.0
1262,9.223372036854776e+18
1263,0.0
1264,9.223372036854776e+18
1265,0.0
1266,9.223372036854776e+18
1267,0.0
1268,0.0
1269,1.0
1270,1.0
1271,9.223372036854776e+18
1272,9.223372036854776e+18
1273,1.0
1274,9.223372036854776e+18
1275,0.0
1276,9.223372036854776e+18
1277,9.223372036854776e+18
1278,9.223372036854776e+18
1279,1.0
1280,9.223372036854776e+18
1281,9.223372036854776e+18
1282,0.0
1283,0.0
1284,9.223372036854776e+18
1285,9.223372036854776e+18
1286,9.223372036854776e+18
1287,9.223372036854776e+18
1288,1.0
1289,1.0
1290,9.223372036854776e+18
1291,2.0
1292,0.0
1293,0.0
1294,9.223372036854776e+18
1295,9.223372036854776e+18
1296,0.0
1297,9.223372036854776e+18
1298,1.0
1299,1.0
1300,9.223372036854776e+18
1301,1.0
1302,9.223372036854776e+18
1303,1.0
1304,1.0
1305,9.223372036854776e+18
1306,9.223372036854776e+18
1307,1.0
1308,2.0
1309,1.0
1310,9.223372036854776e+18
1311,9.223372036854776e+18
1312,9.223372036854776e+18
1313,0.0
1314,0.0
1315,9.223372036854776e+18
1316,9.223372036854776e+18
1317,1.0
1318,2.0
1319,1.0
1320,9.223372036854776e+18
1321,9.223372036854776e+18
1322,1.0
1323,0.0
1324,9.223372036854776e+18
1325,9.223372036854776e+18
1326,0.0
1327,0.0
1328,9.223372036854776e+18
1329,9.223372036854776e+18
1330,9.223372036854776e+18
1331,9.223372036854776e+18
1332,1.0
1333,9.223372036854776e+18
1334,0.0
1335,0.0
1336,1.0
1337,9.223372036854776e+18
1338,1.0
1339,9.223372036854776e+18
1340,0.0
1341,1.0
1342,9.223372036854776e+18
1343,9.223372036854776e+18
1344,9.223372036854776e+18
1345,9.223372036854776e+18
1346,9.223372036854776e+18
1347,0.0
1348,9.223372036854776e+18
1349,1.0
1350,1.0
1351,9.223372036854776e+18
1352,9.223372036854776e+18
1353,1.0
1354,1.0
1355,0.0
1356,9.223372036854776e+18
1357,9.223372036854776e+18
1358,9.223372036854776e+18
1359,1.0
1360,9.223372036854776e+18
1361,1.0
1362,9.223372036854776e+18
1363,9.223372036854776e+18
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,9.223372036854776e+18
1369,0.0
1370,9.223372036854776e+18
1371,9.223372036854776e+18
1372,1.0
1373,0.0
1374,1.0
1375,1.0
1376,0.0
1377,1.0
1378,0.0
1379,1.0
1380,9.223372036854776e+18
1381,0.0
1382,9.223372036854776e+18
1383,0.0
1384,1.0
1385,0.0
1386,1.0
1387,0.0
1388,1.0
1389,0.0
1390,1.0
1391,9.223372036854776e+18
1392,1.0
1393,1.0
1394,0.0
1395,9.223372036854776e+18
1396,0.0
1397,0.0
1398,1.0
1399,0.0
1400,9.223372036854776e+18
1401,9.223372036854776e+18
1402,9.223372036854776e+18
1403,0.0
1404,0.0
1405,9.223372036854776e+18
1406,1.0
1407,0.0
1408,9.223372036854776e+18
1409,1.0
1410,0.0
1411,9.223372036854776e+18
1412,1.0
1413,9.223372036854776e+18
1414,1.0
1415,9.223372036854776e+18
1416,9.223372036854776e+18
1417,1.0
1418,0.0
1419,0.0
1420,1.0
1421,0.0
1422,2.0
1423,9.223372036854776e+18
1424,1.0
1425,0.0
1426,9.223372036854776e+18
1427,9.223372036854776e+18
1428,0.0
1429,0.0
1430,1.0
1431,0.0
1432,2.0
1433,1.0
1434,0.0
1435,9.223372036854776e+18
1436,1.0
1437,9.223372036854776e+18
1438,9.223372036854776e+18
1439,0.0
1440,1.0
1441,1.0
1442,1.0
1443,2.0
1444,1.0
1445,1.0
1446,1.0
1447,9.223372036854776e+18
1448,0.0
1449,9.223372036854776e+18
1450,9.223372036854776e+18
1451,9.223372036854776e+18
1452,9.223372036854776e+18
1453,0.0
1454,9.223372036854776e+18
1455,1.0
1456,1.0
1457,9.223372036854776e+18
1458,0.0
1459,1.0
1460,9.223372036854776e+18
1461,9.223372036854776e+18
1462,9.223372036854776e+18
1463,9.223372036854776e+18
1464,9.223372036854776e+18
1465,9.223372036854776e+18
1466,9.223372036854776e+18
1467,1.0
1468,1.0
1469,1.0
1470,9.223372036854776e+18
1471,0.0
1472,9.223372036854776e+18
1473,9.223372036854776e+18
1474,1.0
1475,9.223372036854776e+18
1476,0.0
1477,9.223372036854776e+18
1478,9.223372036854776e+18
1479,1.0
1480,9.223372036854776e+18
1481,9.223372036854776e+18
1482,9.223372036854776e+18
1483,2.0
1484,0.0
1485,0.0
1486,0.0
1487,9.223372036854776e+18
1488,9.223372036854776e+18
1489,9.223372036854776e+18
1490,9.223372036854776e+18
1491,1.0
