index,forgetting_events
12501,1.0
12502,9.223372036854776e+18
12503,0.0
12504,9.223372036854776e+18
12505,9.223372036854776e+18
12506,9.223372036854776e+18
12507,0.0
12508,9.223372036854776e+18
12509,1.0
12510,0.0
12511,1.0
12512,9.223372036854776e+18
12513,2.0
12514,0.0
12515,9.223372036854776e+18
12516,9.223372036854776e+18
12517,9.223372036854776e+18
12518,9.223372036854776e+18
12519,1.0
12520,0.0
12521,0.0
12522,9.223372036854776e+18
12523,1.0
12524,9.223372036854776e+18
12525,9.223372036854776e+18
12526,1.0
12527,9.223372036854776e+18
12528,9.223372036854776e+18
12529,0.0
12530,1.0
12531,9.223372036854776e+18
12532,1.0
12533,9.223372036854776e+18
12534,1.0
12535,9.223372036854776e+18
12536,1.0
12537,9.223372036854776e+18
12538,0.0
12539,0.0
12540,9.223372036854776e+18
12541,9.223372036854776e+18
12542,0.0
12543,0.0
12544,1.0
12545,0.0
12546,0.0
12547,0.0
12548,0.0
12549,1.0
12550,9.223372036854776e+18
12551,1.0
12552,9.223372036854776e+18
12553,2.0
12554,0.0
12555,9.223372036854776e+18
12556,1.0
12557,0.0
12558,9.223372036854776e+18
12559,0.0
12560,9.223372036854776e+18
12561,1.0
12562,1.0
12563,1.0
12564,0.0
12565,0.0
12566,1.0
12567,9.223372036854776e+18
12568,9.223372036854776e+18
12569,9.223372036854776e+18
12570,9.223372036854776e+18
12571,1.0
12572,0.0
12573,9.223372036854776e+18
12574,1.0
12575,1.0
12576,0.0
12577,9.223372036854776e+18
12578,9.223372036854776e+18
12579,9.223372036854776e+18
12580,0.0
12581,9.223372036854776e+18
12582,2.0
12583,1.0
12584,1.0
12585,0.0
12586,9.223372036854776e+18
12587,0.0
12588,1.0
12589,1.0
12590,9.223372036854776e+18
12591,1.0
12592,9.223372036854776e+18
12593,0.0
12594,9.223372036854776e+18
12595,9.223372036854776e+18
12596,9.223372036854776e+18
12597,2.0
12598,9.223372036854776e+18
12599,0.0
12600,1.0
12601,9.223372036854776e+18
12602,1.0
12603,0.0
12604,0.0
12605,0.0
12606,1.0
12607,9.223372036854776e+18
12608,9.223372036854776e+18
12609,1.0
12610,1.0
12611,9.223372036854776e+18
12612,9.223372036854776e+18
12613,1.0
12614,0.0
12615,0.0
12616,1.0
12617,9.223372036854776e+18
12618,9.223372036854776e+18
12619,0.0
12620,0.0
12621,9.223372036854776e+18
12622,0.0
12623,1.0
12624,0.0
12625,9.223372036854776e+18
12626,1.0
12627,1.0
12628,9.223372036854776e+18
12629,9.223372036854776e+18
12630,9.223372036854776e+18
12631,0.0
12632,1.0
12633,1.0
12634,1.0
12635,1.0
12636,0.0
12637,0.0
12638,1.0
12639,9.223372036854776e+18
12640,9.223372036854776e+18
12641,0.0
12642,9.223372036854776e+18
12643,0.0
12644,9.223372036854776e+18
12645,0.0
12646,0.0
12647,9.223372036854776e+18
12648,9.223372036854776e+18
12649,9.223372036854776e+18
12650,0.0
12651,1.0
12652,0.0
12653,0.0
12654,0.0
12655,1.0
12656,9.223372036854776e+18
12657,1.0
12658,1.0
12659,2.0
12660,9.223372036854776e+18
12661,0.0
12662,9.223372036854776e+18
12663,0.0
12664,9.223372036854776e+18
12665,9.223372036854776e+18
12666,9.223372036854776e+18
12667,1.0
12668,0.0
12669,2.0
12670,1.0
12671,0.0
12672,1.0
12673,9.223372036854776e+18
12674,9.223372036854776e+18
12675,9.223372036854776e+18
12676,1.0
12677,9.223372036854776e+18
12678,1.0
12679,9.223372036854776e+18
12680,9.223372036854776e+18
12681,9.223372036854776e+18
12682,9.223372036854776e+18
12683,1.0
12684,1.0
12685,9.223372036854776e+18
12686,9.223372036854776e+18
12687,9.223372036854776e+18
12688,2.0
12689,0.0
12690,1.0
12691,9.223372036854776e+18
12692,0.0
12693,1.0
12694,1.0
12695,1.0
12696,1.0
12697,9.223372036854776e+18
12698,9.223372036854776e+18
12699,9.223372036854776e+18
12700,0.0
12701,9.223372036854776e+18
12702,0.0
12703,9.223372036854776e+18
12704,9.223372036854776e+18
12705,9.223372036854776e+18
12706,1.0
12707,9.223372036854776e+18
12708,0.0
12709,9.223372036854776e+18
12710,9.223372036854776e+18
12711,2.0
12712,9.223372036854776e+18
12713,0.0
12714,1.0
12715,9.223372036854776e+18
12716,9.223372036854776e+18
12717,0.0
12718,9.223372036854776e+18
12719,1.0
12720,1.0
12721,1.0
12722,0.0
12723,9.223372036854776e+18
12724,1.0
12725,1.0
12726,1.0
12727,1.0
12728,0.0
12729,1.0
12730,9.223372036854776e+18
12731,0.0
12732,0.0
12733,0.0
12734,1.0
12735,9.223372036854776e+18
12736,0.0
12737,9.223372036854776e+18
12738,0.0
12739,1.0
12740,1.0
12741,9.223372036854776e+18
12742,1.0
12743,0.0
12744,0.0
12745,9.223372036854776e+18
12746,9.223372036854776e+18
12747,0.0
12748,9.223372036854776e+18
12749,9.223372036854776e+18
12750,9.223372036854776e+18
12751,9.223372036854776e+18
12752,1.0
12753,1.0
12754,0.0
12755,9.223372036854776e+18
12756,1.0
12757,9.223372036854776e+18
12758,9.223372036854776e+18
12759,1.0
12760,9.223372036854776e+18
12761,9.223372036854776e+18
12762,0.0
12763,1.0
12764,9.223372036854776e+18
12765,0.0
12766,9.223372036854776e+18
12767,9.223372036854776e+18
12768,9.223372036854776e+18
12769,1.0
12770,1.0
12771,0.0
12772,0.0
12773,1.0
12774,0.0
12775,9.223372036854776e+18
12776,9.223372036854776e+18
12777,9.223372036854776e+18
12778,9.223372036854776e+18
12779,0.0
12780,9.223372036854776e+18
12781,1.0
12782,1.0
12783,9.223372036854776e+18
12784,1.0
12785,9.223372036854776e+18
12786,0.0
12787,1.0
12788,9.223372036854776e+18
12789,1.0
12790,9.223372036854776e+18
12791,9.223372036854776e+18
12792,2.0
12793,0.0
12794,9.223372036854776e+18
12795,1.0
12796,9.223372036854776e+18
12797,1.0
12798,9.223372036854776e+18
12799,0.0
12800,9.223372036854776e+18
12801,0.0
12802,9.223372036854776e+18
12803,9.223372036854776e+18
12804,0.0
12805,1.0
12806,0.0
12807,0.0
12808,9.223372036854776e+18
12809,0.0
12810,9.223372036854776e+18
12811,9.223372036854776e+18
12812,9.223372036854776e+18
12813,1.0
12814,1.0
12815,9.223372036854776e+18
12816,9.223372036854776e+18
12817,9.223372036854776e+18
12818,9.223372036854776e+18
12819,2.0
12820,0.0
12821,9.223372036854776e+18
12822,0.0
12823,9.223372036854776e+18
12824,0.0
12825,9.223372036854776e+18
12826,9.223372036854776e+18
12827,1.0
12828,9.223372036854776e+18
12829,0.0
12830,0.0
12831,9.223372036854776e+18
12832,9.223372036854776e+18
12833,0.0
12834,0.0
12835,9.223372036854776e+18
12836,9.223372036854776e+18
12837,9.223372036854776e+18
12838,1.0
12839,1.0
12840,1.0
12841,9.223372036854776e+18
12842,1.0
12843,0.0
12844,1.0
12845,0.0
12846,0.0
12847,1.0
12848,9.223372036854776e+18
12849,9.223372036854776e+18
12850,0.0
12851,9.223372036854776e+18
12852,0.0
12853,9.223372036854776e+18
12854,9.223372036854776e+18
12855,9.223372036854776e+18
12856,1.0
12857,9.223372036854776e+18
12858,0.0
12859,9.223372036854776e+18
12860,1.0
12861,0.0
12862,9.223372036854776e+18
12863,9.223372036854776e+18
12864,1.0
12865,9.223372036854776e+18
12866,1.0
12867,9.223372036854776e+18
12868,0.0
12869,1.0
12870,9.223372036854776e+18
12871,0.0
12872,0.0
12873,1.0
12874,1.0
12875,0.0
12876,1.0
12877,1.0
12878,0.0
12879,1.0
12880,0.0
12881,9.223372036854776e+18
12882,9.223372036854776e+18
12883,9.223372036854776e+18
12884,9.223372036854776e+18
12885,9.223372036854776e+18
12886,9.223372036854776e+18
12887,0.0
12888,0.0
12889,0.0
12890,9.223372036854776e+18
12891,0.0
12892,1.0
12893,0.0
12894,9.223372036854776e+18
12895,9.223372036854776e+18
12896,9.223372036854776e+18
12897,9.223372036854776e+18
12898,1.0
12899,9.223372036854776e+18
12900,9.223372036854776e+18
12901,0.0
12902,9.223372036854776e+18
12903,9.223372036854776e+18
12904,9.223372036854776e+18
12905,1.0
12906,0.0
12907,0.0
12908,9.223372036854776e+18
12909,9.223372036854776e+18
12910,9.223372036854776e+18
12911,9.223372036854776e+18
12912,9.223372036854776e+18
12913,1.0
12914,9.223372036854776e+18
12915,9.223372036854776e+18
12916,0.0
12917,9.223372036854776e+18
12918,0.0
12919,1.0
12920,1.0
12921,9.223372036854776e+18
12922,9.223372036854776e+18
12923,9.223372036854776e+18
12924,1.0
12925,9.223372036854776e+18
12926,1.0
12927,1.0
12928,1.0
12929,9.223372036854776e+18
12930,9.223372036854776e+18
12931,0.0
12932,9.223372036854776e+18
12933,0.0
12934,1.0
12935,2.0
12936,1.0
12937,1.0
12938,0.0
12939,9.223372036854776e+18
12940,0.0
12941,1.0
12942,9.223372036854776e+18
12943,9.223372036854776e+18
12944,0.0
12945,1.0
12946,0.0
12947,9.223372036854776e+18
12948,1.0
12949,1.0
12950,9.223372036854776e+18
12951,0.0
12952,9.223372036854776e+18
12953,9.223372036854776e+18
12954,0.0
12955,9.223372036854776e+18
12956,9.223372036854776e+18
12957,1.0
12958,9.223372036854776e+18
12959,9.223372036854776e+18
12960,9.223372036854776e+18
12961,9.223372036854776e+18
12962,1.0
12963,9.223372036854776e+18
12964,0.0
12965,9.223372036854776e+18
12966,0.0
12967,0.0
12968,9.223372036854776e+18
12969,9.223372036854776e+18
12970,9.223372036854776e+18
12971,9.223372036854776e+18
12972,1.0
12973,9.223372036854776e+18
12974,1.0
12975,9.223372036854776e+18
12976,9.223372036854776e+18
12977,9.223372036854776e+18
12978,1.0
12979,0.0
12980,1.0
12981,9.223372036854776e+18
12982,1.0
12983,1.0
12984,9.223372036854776e+18
12985,2.0
12986,9.223372036854776e+18
12987,1.0
12988,0.0
12989,9.223372036854776e+18
12990,1.0
12991,9.223372036854776e+18
12992,9.223372036854776e+18
12993,9.223372036854776e+18
12994,9.223372036854776e+18
12995,1.0
12996,9.223372036854776e+18
12997,0.0
12998,1.0
12999,0.0
13000,9.223372036854776e+18
13001,9.223372036854776e+18
13002,1.0
13003,9.223372036854776e+18
13004,1.0
13005,1.0
13006,0.0
13007,9.223372036854776e+18
13008,9.223372036854776e+18
13009,9.223372036854776e+18
13010,9.223372036854776e+18
13011,9.223372036854776e+18
13012,1.0
13013,9.223372036854776e+18
13014,0.0
13015,2.0
13016,9.223372036854776e+18
13017,1.0
13018,0.0
13019,0.0
13020,0.0
13021,0.0
13022,9.223372036854776e+18
13023,1.0
13024,1.0
13025,9.223372036854776e+18
13026,0.0
13027,9.223372036854776e+18
13028,1.0
13029,0.0
13030,0.0
13031,1.0
13032,0.0
13033,9.223372036854776e+18
13034,9.223372036854776e+18
13035,1.0
13036,1.0
13037,9.223372036854776e+18
13038,9.223372036854776e+18
13039,0.0
13040,1.0
13041,0.0
13042,1.0
13043,0.0
13044,1.0
13045,9.223372036854776e+18
13046,0.0
13047,9.223372036854776e+18
13048,1.0
13049,1.0
13050,1.0
13051,1.0
13052,9.223372036854776e+18
13053,9.223372036854776e+18
13054,2.0
13055,0.0
13056,1.0
13057,0.0
13058,9.223372036854776e+18
13059,1.0
13060,1.0
13061,9.223372036854776e+18
13062,9.223372036854776e+18
13063,1.0
13064,9.223372036854776e+18
13065,9.223372036854776e+18
13066,0.0
13067,9.223372036854776e+18
13068,1.0
13069,9.223372036854776e+18
13070,1.0
13071,1.0
13072,1.0
13073,1.0
13074,9.223372036854776e+18
13075,9.223372036854776e+18
13076,9.223372036854776e+18
13077,1.0
13078,9.223372036854776e+18
13079,1.0
13080,0.0
13081,1.0
13082,9.223372036854776e+18
13083,1.0
13084,9.223372036854776e+18
13085,9.223372036854776e+18
13086,9.223372036854776e+18
13087,9.223372036854776e+18
13088,0.0
13089,9.223372036854776e+18
13090,0.0
13091,9.223372036854776e+18
13092,0.0
13093,9.223372036854776e+18
13094,9.223372036854776e+18
13095,1.0
13096,1.0
13097,0.0
13098,1.0
13099,0.0
13100,9.223372036854776e+18
13101,0.0
13102,9.223372036854776e+18
13103,9.223372036854776e+18
13104,9.223372036854776e+18
13105,0.0
13106,9.223372036854776e+18
13107,9.223372036854776e+18
13108,9.223372036854776e+18
13109,0.0
13110,9.223372036854776e+18
13111,9.223372036854776e+18
13112,0.0
13113,9.223372036854776e+18
13114,9.223372036854776e+18
13115,1.0
13116,0.0
13117,0.0
13118,9.223372036854776e+18
13119,2.0
13120,9.223372036854776e+18
13121,9.223372036854776e+18
13122,1.0
13123,0.0
13124,9.223372036854776e+18
13125,0.0
13126,1.0
13127,0.0
13128,9.223372036854776e+18
13129,9.223372036854776e+18
13130,9.223372036854776e+18
13131,1.0
13132,9.223372036854776e+18
13133,0.0
13134,9.223372036854776e+18
13135,1.0
13136,1.0
13137,1.0
13138,0.0
13139,1.0
13140,1.0
13141,9.223372036854776e+18
13142,1.0
13143,0.0
13144,9.223372036854776e+18
13145,1.0
13146,9.223372036854776e+18
13147,1.0
13148,9.223372036854776e+18
13149,2.0
13150,2.0
13151,9.223372036854776e+18
13152,0.0
13153,1.0
13154,1.0
13155,9.223372036854776e+18
13156,1.0
13157,0.0
13158,0.0
13159,0.0
13160,9.223372036854776e+18
13161,9.223372036854776e+18
13162,1.0
13163,1.0
13164,9.223372036854776e+18
13165,9.223372036854776e+18
13166,9.223372036854776e+18
13167,9.223372036854776e+18
13168,0.0
13169,0.0
13170,9.223372036854776e+18
13171,0.0
13172,2.0
13173,1.0
13174,1.0
13175,0.0
13176,9.223372036854776e+18
13177,1.0
13178,9.223372036854776e+18
13179,1.0
13180,9.223372036854776e+18
13181,0.0
13182,9.223372036854776e+18
13183,9.223372036854776e+18
13184,0.0
13185,9.223372036854776e+18
13186,9.223372036854776e+18
13187,9.223372036854776e+18
13188,9.223372036854776e+18
13189,9.223372036854776e+18
13190,1.0
13191,1.0
13192,9.223372036854776e+18
13193,9.223372036854776e+18
13194,1.0
13195,1.0
13196,9.223372036854776e+18
13197,0.0
13198,9.223372036854776e+18
13199,1.0
13200,0.0
13201,9.223372036854776e+18
13202,9.223372036854776e+18
13203,0.0
13204,9.223372036854776e+18
13205,9.223372036854776e+18
13206,0.0
13207,0.0
13208,0.0
13209,9.223372036854776e+18
13210,9.223372036854776e+18
13211,9.223372036854776e+18
13212,9.223372036854776e+18
13213,9.223372036854776e+18
13214,1.0
13215,1.0
13216,9.223372036854776e+18
13217,1.0
13218,9.223372036854776e+18
13219,9.223372036854776e+18
13220,9.223372036854776e+18
13221,9.223372036854776e+18
13222,9.223372036854776e+18
13223,9.223372036854776e+18
13224,9.223372036854776e+18
13225,9.223372036854776e+18
13226,1.0
13227,1.0
13228,0.0
13229,9.223372036854776e+18
13230,1.0
13231,1.0
13232,1.0
13233,2.0
13234,1.0
13235,9.223372036854776e+18
13236,9.223372036854776e+18
13237,1.0
13238,9.223372036854776e+18
13239,9.223372036854776e+18
13240,0.0
13241,1.0
13242,9.223372036854776e+18
13243,9.223372036854776e+18
13244,1.0
13245,0.0
13246,0.0
13247,9.223372036854776e+18
13248,9.223372036854776e+18
13249,9.223372036854776e+18
13250,1.0
13251,9.223372036854776e+18
13252,9.223372036854776e+18
13253,9.223372036854776e+18
13254,9.223372036854776e+18
13255,9.223372036854776e+18
13256,9.223372036854776e+18
13257,9.223372036854776e+18
13258,9.223372036854776e+18
13259,9.223372036854776e+18
13260,0.0
13261,0.0
13262,9.223372036854776e+18
13263,9.223372036854776e+18
13264,0.0
13265,0.0
13266,1.0
13267,1.0
13268,1.0
13269,0.0
13270,9.223372036854776e+18
13271,9.223372036854776e+18
13272,9.223372036854776e+18
13273,1.0
13274,1.0
13275,1.0
13276,9.223372036854776e+18
13277,1.0
13278,1.0
13279,0.0
13280,1.0
13281,9.223372036854776e+18
13282,9.223372036854776e+18
13283,9.223372036854776e+18
13284,9.223372036854776e+18
13285,1.0
13286,1.0
13287,9.223372036854776e+18
13288,9.223372036854776e+18
13289,0.0
13290,1.0
13291,1.0
13292,9.223372036854776e+18
13293,1.0
13294,1.0
13295,2.0
13296,1.0
13297,9.223372036854776e+18
13298,2.0
13299,9.223372036854776e+18
13300,1.0
13301,1.0
13302,9.223372036854776e+18
13303,9.223372036854776e+18
13304,1.0
13305,1.0
13306,0.0
13307,9.223372036854776e+18
13308,1.0
13309,9.223372036854776e+18
13310,1.0
13311,9.223372036854776e+18
13312,1.0
13313,9.223372036854776e+18
13314,1.0
13315,9.223372036854776e+18
13316,9.223372036854776e+18
13317,0.0
13318,1.0
13319,9.223372036854776e+18
13320,1.0
13321,1.0
13322,1.0
13323,0.0
13324,0.0
13325,1.0
13326,9.223372036854776e+18
13327,0.0
13328,9.223372036854776e+18
13329,9.223372036854776e+18
13330,9.223372036854776e+18
13331,0.0
13332,9.223372036854776e+18
13333,1.0
13334,0.0
13335,0.0
13336,0.0
13337,9.223372036854776e+18
13338,9.223372036854776e+18
13339,1.0
13340,9.223372036854776e+18
13341,1.0
13342,9.223372036854776e+18
13343,9.223372036854776e+18
13344,9.223372036854776e+18
13345,1.0
13346,1.0
13347,9.223372036854776e+18
13348,9.223372036854776e+18
13349,9.223372036854776e+18
13350,1.0
13351,9.223372036854776e+18
13352,0.0
13353,0.0
13354,0.0
13355,2.0
13356,9.223372036854776e+18
13357,9.223372036854776e+18
13358,9.223372036854776e+18
13359,1.0
13360,0.0
13361,9.223372036854776e+18
13362,9.223372036854776e+18
13363,9.223372036854776e+18
13364,9.223372036854776e+18
13365,0.0
13366,0.0
13367,1.0
13368,9.223372036854776e+18
13369,0.0
13370,1.0
13371,0.0
13372,1.0
13373,0.0
13374,0.0
13375,9.223372036854776e+18
13376,0.0
13377,0.0
13378,1.0
13379,9.223372036854776e+18
13380,1.0
13381,9.223372036854776e+18
13382,1.0
13383,1.0
13384,9.223372036854776e+18
13385,9.223372036854776e+18
13386,0.0
13387,9.223372036854776e+18
13388,1.0
13389,1.0
13390,0.0
13391,1.0
13392,9.223372036854776e+18
13393,9.223372036854776e+18
13394,1.0
13395,0.0
13396,9.223372036854776e+18
13397,9.223372036854776e+18
13398,9.223372036854776e+18
13399,1.0
13400,1.0
13401,9.223372036854776e+18
13402,0.0
13403,1.0
13404,1.0
13405,9.223372036854776e+18
13406,9.223372036854776e+18
13407,0.0
13408,1.0
13409,1.0
13410,0.0
13411,1.0
13412,1.0
13413,0.0
13414,1.0
13415,9.223372036854776e+18
13416,1.0
13417,0.0
13418,9.223372036854776e+18
13419,9.223372036854776e+18
13420,9.223372036854776e+18
13421,1.0
13422,9.223372036854776e+18
13423,1.0
13424,9.223372036854776e+18
13425,2.0
13426,1.0
13427,9.223372036854776e+18
13428,1.0
13429,1.0
13430,1.0
13431,9.223372036854776e+18
13432,9.223372036854776e+18
13433,1.0
13434,9.223372036854776e+18
13435,9.223372036854776e+18
13436,9.223372036854776e+18
13437,9.223372036854776e+18
13438,1.0
13439,9.223372036854776e+18
13440,0.0
13441,0.0
13442,0.0
13443,9.223372036854776e+18
13444,1.0
13445,9.223372036854776e+18
13446,9.223372036854776e+18
13447,1.0
13448,1.0
13449,0.0
13450,1.0
13451,0.0
13452,0.0
13453,1.0
13454,1.0
13455,1.0
13456,0.0
13457,1.0
13458,9.223372036854776e+18
13459,9.223372036854776e+18
13460,1.0
13461,9.223372036854776e+18
13462,0.0
13463,9.223372036854776e+18
13464,9.223372036854776e+18
13465,9.223372036854776e+18
13466,0.0
13467,0.0
13468,0.0
13469,1.0
13470,0.0
13471,9.223372036854776e+18
13472,9.223372036854776e+18
13473,1.0
13474,1.0
13475,9.223372036854776e+18
13476,9.223372036854776e+18
13477,1.0
13478,1.0
13479,1.0
13480,9.223372036854776e+18
13481,1.0
13482,9.223372036854776e+18
13483,1.0
13484,9.223372036854776e+18
13485,9.223372036854776e+18
13486,1.0
13487,0.0
13488,0.0
13489,0.0
13490,9.223372036854776e+18
13491,1.0
13492,1.0
13493,1.0
13494,9.223372036854776e+18
13495,2.0
13496,1.0
13497,1.0
13498,1.0
13499,9.223372036854776e+18
13500,0.0
13501,9.223372036854776e+18
13502,9.223372036854776e+18
13503,9.223372036854776e+18
13504,1.0
13505,1.0
13506,9.223372036854776e+18
13507,0.0
13508,0.0
13509,9.223372036854776e+18
13510,9.223372036854776e+18
13511,0.0
13512,0.0
13513,9.223372036854776e+18
13514,9.223372036854776e+18
13515,9.223372036854776e+18
13516,2.0
13517,1.0
13518,9.223372036854776e+18
13519,2.0
13520,1.0
13521,1.0
13522,1.0
13523,2.0
13524,1.0
13525,0.0
13526,1.0
13527,1.0
13528,9.223372036854776e+18
13529,9.223372036854776e+18
13530,9.223372036854776e+18
13531,1.0
13532,9.223372036854776e+18
13533,9.223372036854776e+18
13534,1.0
13535,1.0
13536,9.223372036854776e+18
13537,0.0
13538,1.0
13539,9.223372036854776e+18
13540,1.0
13541,9.223372036854776e+18
13542,1.0
13543,0.0
13544,9.223372036854776e+18
13545,1.0
13546,1.0
13547,9.223372036854776e+18
13548,9.223372036854776e+18
13549,9.223372036854776e+18
13550,0.0
13551,0.0
13552,9.223372036854776e+18
13553,9.223372036854776e+18
13554,1.0
13555,9.223372036854776e+18
13556,0.0
13557,9.223372036854776e+18
13558,0.0
13559,1.0
13560,9.223372036854776e+18
13561,1.0
13562,0.0
13563,0.0
13564,1.0
13565,9.223372036854776e+18
13566,1.0
13567,0.0
13568,9.223372036854776e+18
13569,9.223372036854776e+18
13570,9.223372036854776e+18
13571,0.0
13572,9.223372036854776e+18
13573,1.0
13574,1.0
13575,9.223372036854776e+18
13576,0.0
13577,9.223372036854776e+18
13578,0.0
13579,1.0
13580,9.223372036854776e+18
13581,9.223372036854776e+18
13582,1.0
13583,9.223372036854776e+18
13584,9.223372036854776e+18
13585,1.0
13586,1.0
13587,0.0
13588,9.223372036854776e+18
13589,0.0
13590,9.223372036854776e+18
13591,1.0
13592,1.0
13593,9.223372036854776e+18
13594,9.223372036854776e+18
13595,9.223372036854776e+18
13596,0.0
13597,9.223372036854776e+18
13598,1.0
13599,9.223372036854776e+18
13600,9.223372036854776e+18
13601,0.0
13602,9.223372036854776e+18
13603,1.0
13604,1.0
13605,0.0
13606,0.0
13607,0.0
13608,0.0
13609,9.223372036854776e+18
13610,9.223372036854776e+18
13611,1.0
13612,9.223372036854776e+18
13613,9.223372036854776e+18
13614,0.0
13615,0.0
13616,0.0
13617,0.0
13618,9.223372036854776e+18
13619,0.0
13620,1.0
13621,1.0
13622,0.0
13623,2.0
13624,1.0
13625,9.223372036854776e+18
13626,1.0
13627,0.0
13628,1.0
13629,9.223372036854776e+18
13630,9.223372036854776e+18
13631,9.223372036854776e+18
13632,1.0
13633,2.0
13634,1.0
13635,0.0
13636,9.223372036854776e+18
13637,9.223372036854776e+18
13638,1.0
13639,1.0
13640,1.0
13641,9.223372036854776e+18
13642,0.0
13643,1.0
13644,9.223372036854776e+18
13645,9.223372036854776e+18
13646,9.223372036854776e+18
13647,9.223372036854776e+18
13648,9.223372036854776e+18
13649,9.223372036854776e+18
13650,1.0
13651,0.0
13652,0.0
13653,9.223372036854776e+18
13654,9.223372036854776e+18
13655,1.0
13656,9.223372036854776e+18
13657,0.0
13658,9.223372036854776e+18
13659,1.0
13660,9.223372036854776e+18
13661,9.223372036854776e+18
13662,1.0
13663,1.0
13664,9.223372036854776e+18
13665,9.223372036854776e+18
13666,9.223372036854776e+18
13667,1.0
13668,0.0
13669,0.0
13670,1.0
13671,9.223372036854776e+18
13672,1.0
13673,0.0
13674,0.0
13675,9.223372036854776e+18
13676,1.0
13677,2.0
13678,0.0
13679,0.0
13680,9.223372036854776e+18
13681,0.0
13682,1.0
13683,1.0
13684,0.0
13685,9.223372036854776e+18
13686,9.223372036854776e+18
13687,0.0
13688,9.223372036854776e+18
13689,9.223372036854776e+18
13690,9.223372036854776e+18
13691,9.223372036854776e+18
13692,1.0
13693,9.223372036854776e+18
13694,9.223372036854776e+18
13695,2.0
13696,1.0
13697,9.223372036854776e+18
13698,1.0
13699,0.0
13700,9.223372036854776e+18
13701,9.223372036854776e+18
13702,9.223372036854776e+18
13703,9.223372036854776e+18
13704,9.223372036854776e+18
13705,0.0
13706,0.0
13707,1.0
13708,1.0
13709,9.223372036854776e+18
13710,1.0
13711,9.223372036854776e+18
13712,9.223372036854776e+18
13713,9.223372036854776e+18
13714,1.0
13715,0.0
13716,1.0
13717,1.0
13718,9.223372036854776e+18
13719,1.0
13720,0.0
13721,1.0
13722,9.223372036854776e+18
13723,0.0
13724,9.223372036854776e+18
13725,9.223372036854776e+18
13726,1.0
13727,1.0
13728,1.0
13729,0.0
13730,1.0
13731,1.0
13732,9.223372036854776e+18
13733,9.223372036854776e+18
13734,0.0
13735,9.223372036854776e+18
13736,0.0
13737,9.223372036854776e+18
13738,2.0
13739,9.223372036854776e+18
13740,0.0
13741,0.0
13742,9.223372036854776e+18
13743,0.0
13744,9.223372036854776e+18
13745,9.223372036854776e+18
13746,9.223372036854776e+18
13747,9.223372036854776e+18
13748,9.223372036854776e+18
13749,9.223372036854776e+18
13750,9.223372036854776e+18
13751,9.223372036854776e+18
13752,9.223372036854776e+18
13753,1.0
13754,9.223372036854776e+18
13755,1.0
13756,1.0
13757,1.0
13758,9.223372036854776e+18
13759,9.223372036854776e+18
13760,0.0
13761,1.0
13762,9.223372036854776e+18
13763,9.223372036854776e+18
13764,1.0
13765,0.0
13766,1.0
13767,0.0
13768,9.223372036854776e+18
13769,0.0
13770,1.0
13771,0.0
13772,9.223372036854776e+18
13773,9.223372036854776e+18
13774,0.0
13775,9.223372036854776e+18
13776,1.0
13777,9.223372036854776e+18
13778,1.0
13779,9.223372036854776e+18
13780,9.223372036854776e+18
13781,9.223372036854776e+18
13782,0.0
13783,0.0
13784,9.223372036854776e+18
13785,9.223372036854776e+18
13786,1.0
13787,9.223372036854776e+18
13788,1.0
13789,1.0
13790,1.0
13791,9.223372036854776e+18
13792,0.0
13793,9.223372036854776e+18
13794,1.0
13795,9.223372036854776e+18
13796,9.223372036854776e+18
13797,1.0
13798,0.0
13799,9.223372036854776e+18
13800,9.223372036854776e+18
13801,9.223372036854776e+18
13802,9.223372036854776e+18
13803,9.223372036854776e+18
13804,0.0
13805,9.223372036854776e+18
13806,9.223372036854776e+18
13807,9.223372036854776e+18
13808,1.0
13809,9.223372036854776e+18
13810,1.0
13811,9.223372036854776e+18
13812,1.0
13813,9.223372036854776e+18
13814,1.0
13815,9.223372036854776e+18
13816,0.0
13817,0.0
13818,9.223372036854776e+18
13819,9.223372036854776e+18
13820,1.0
13821,1.0
13822,9.223372036854776e+18
13823,9.223372036854776e+18
13824,9.223372036854776e+18
13825,9.223372036854776e+18
13826,9.223372036854776e+18
13827,0.0
13828,9.223372036854776e+18
13829,9.223372036854776e+18
13830,9.223372036854776e+18
13831,1.0
13832,0.0
13833,1.0
13834,9.223372036854776e+18
13835,9.223372036854776e+18
13836,1.0
13837,2.0
13838,1.0
13839,1.0
13840,9.223372036854776e+18
13841,0.0
13842,9.223372036854776e+18
13843,0.0
13844,1.0
13845,0.0
13846,9.223372036854776e+18
13847,9.223372036854776e+18
13848,1.0
13849,1.0
13850,9.223372036854776e+18
13851,0.0
13852,0.0
13853,1.0
13854,0.0
13855,1.0
13856,1.0
13857,9.223372036854776e+18
13858,9.223372036854776e+18
13859,9.223372036854776e+18
13860,1.0
13861,1.0
13862,0.0
13863,9.223372036854776e+18
13864,0.0
13865,1.0
13866,0.0
13867,9.223372036854776e+18
13868,1.0
13869,1.0
13870,9.223372036854776e+18
13871,9.223372036854776e+18
13872,9.223372036854776e+18
13873,0.0
13874,1.0
13875,0.0
13876,1.0
13877,9.223372036854776e+18
13878,1.0
13879,1.0
13880,0.0
13881,9.223372036854776e+18
